"name","platform","day_only","variable","value"
"Gert-Jan Segers
(CU)","Twitter",2021-02-25,"Number of Likes",545
"Gert-Jan Segers
(CU)","Twitter",2021-02-26,"Number of Likes",423
"Gert-Jan Segers
(CU)","Twitter",2021-02-27,"Number of Likes",352
"Gert-Jan Segers
(CU)","Twitter",2021-02-28,"Number of Likes",937
"Gert-Jan Segers
(CU)","Twitter",2021-03-01,"Number of Likes",95
"Gert-Jan Segers
(CU)","Twitter",2021-03-02,"Number of Likes",281
"Gert-Jan Segers
(CU)","Twitter",2021-03-03,"Number of Likes",666
"Gert-Jan Segers
(CU)","Twitter",2021-03-04,"Number of Likes",875
"Gert-Jan Segers
(CU)","Twitter",2021-03-05,"Number of Likes",267
"Gert-Jan Segers
(CU)","Twitter",2021-03-06,"Number of Likes",202
"Gert-Jan Segers
(CU)","Twitter",2021-03-07,"Number of Likes",394
"Gert-Jan Segers
(CU)","Twitter",2021-03-08,"Number of Likes",429
"Gert-Jan Segers
(CU)","Twitter",2021-03-09,"Number of Likes",83
"Jesse Klaver
(GL)","Facebook",2021-01-02,"Number of Likes",1514
"Jesse Klaver
(GL)","Facebook",2021-01-04,"Number of Likes",210
"Jesse Klaver
(GL)","Facebook",2021-01-05,"Number of Likes",331
"Jesse Klaver
(GL)","Facebook",2021-01-06,"Number of Likes",1320
"Jesse Klaver
(GL)","Facebook",2021-01-07,"Number of Likes",907
"Jesse Klaver
(GL)","Facebook",2021-01-08,"Number of Likes",887
"Jesse Klaver
(GL)","Facebook",2021-01-09,"Number of Likes",1214
"Jesse Klaver
(GL)","Facebook",2021-01-10,"Number of Likes",677
"Jesse Klaver
(GL)","Facebook",2021-01-14,"Number of Likes",1096
"Jesse Klaver
(GL)","Facebook",2021-01-15,"Number of Likes",939
"Jesse Klaver
(GL)","Facebook",2021-01-18,"Number of Likes",904
"Jesse Klaver
(GL)","Facebook",2021-01-19,"Number of Likes",1322
"Jesse Klaver
(GL)","Facebook",2021-01-21,"Number of Likes",1743
"Jesse Klaver
(GL)","Facebook",2021-01-23,"Number of Likes",501
"Jesse Klaver
(GL)","Facebook",2021-01-24,"Number of Likes",1462
"Jesse Klaver
(GL)","Facebook",2021-01-25,"Number of Likes",337
"Jesse Klaver
(GL)","Facebook",2021-01-26,"Number of Likes",1075
"Jesse Klaver
(GL)","Facebook",2021-01-27,"Number of Likes",761
"Jesse Klaver
(GL)","Facebook",2021-01-29,"Number of Likes",579
"Jesse Klaver
(GL)","Facebook",2021-02-03,"Number of Likes",967
"Jesse Klaver
(GL)","Facebook",2021-02-04,"Number of Likes",1799
"Jesse Klaver
(GL)","Facebook",2021-02-05,"Number of Likes",992
"Jesse Klaver
(GL)","Facebook",2021-02-06,"Number of Likes",787
"Jesse Klaver
(GL)","Facebook",2021-02-08,"Number of Likes",372
"Jesse Klaver
(GL)","Facebook",2021-02-09,"Number of Likes",300
"Jesse Klaver
(GL)","Facebook",2021-02-10,"Number of Likes",381
"Jesse Klaver
(GL)","Facebook",2021-02-11,"Number of Likes",308
"Jesse Klaver
(GL)","Facebook",2021-02-12,"Number of Likes",466
"Jesse Klaver
(GL)","Facebook",2021-02-13,"Number of Likes",470
"Jesse Klaver
(GL)","Facebook",2021-02-14,"Number of Likes",305
"Jesse Klaver
(GL)","Facebook",2021-02-15,"Number of Likes",723
"Jesse Klaver
(GL)","Facebook",2021-02-16,"Number of Likes",1594
"Jesse Klaver
(GL)","Facebook",2021-02-17,"Number of Likes",472
"Jesse Klaver
(GL)","Facebook",2021-02-18,"Number of Likes",1068
"Jesse Klaver
(GL)","Facebook",2021-02-19,"Number of Likes",384
"Jesse Klaver
(GL)","Facebook",2021-02-20,"Number of Likes",1397
"Jesse Klaver
(GL)","Facebook",2021-02-21,"Number of Likes",754
"Jesse Klaver
(GL)","Facebook",2021-02-22,"Number of Likes",282
"Jesse Klaver
(GL)","Facebook",2021-02-23,"Number of Likes",807
"Jesse Klaver
(GL)","Facebook",2021-02-24,"Number of Likes",228
"Jesse Klaver
(GL)","Facebook",2021-02-25,"Number of Likes",1419
"Jesse Klaver
(GL)","Facebook",2021-02-26,"Number of Likes",1117
"Jesse Klaver
(GL)","Facebook",2021-02-28,"Number of Likes",327
"Jesse Klaver
(GL)","Facebook",2021-03-01,"Number of Likes",827
"Jesse Klaver
(GL)","Facebook",2021-03-02,"Number of Likes",218
"Jesse Klaver
(GL)","Facebook",2021-03-03,"Number of Likes",288
"Jesse Klaver
(GL)","Facebook",2021-03-04,"Number of Likes",2903
"Jesse Klaver
(GL)","Facebook",2021-03-05,"Number of Likes",1589
"Jesse Klaver
(GL)","Facebook",2021-03-06,"Number of Likes",433
"Jesse Klaver
(GL)","Facebook",2021-03-08,"Number of Likes",1890
"Jesse Klaver
(GL)","Facebook",2021-03-09,"Number of Likes",236
"Jesse Klaver
(GL)","Facebook",2021-03-10,"Number of Likes",466
"Jesse Klaver
(GL)","Facebook",2021-03-11,"Number of Likes",4
"Jesse Klaver
(GL)","Twitter",2021-01-02,"Number of Likes",1873
"Jesse Klaver
(GL)","Twitter",2021-01-04,"Number of Likes",184
"Jesse Klaver
(GL)","Twitter",2021-01-05,"Number of Likes",353
"Jesse Klaver
(GL)","Twitter",2021-01-06,"Number of Likes",1162
"Jesse Klaver
(GL)","Twitter",2021-01-07,"Number of Likes",405
"Jesse Klaver
(GL)","Twitter",2021-01-08,"Number of Likes",477
"Jesse Klaver
(GL)","Twitter",2021-01-09,"Number of Likes",1468
"Jesse Klaver
(GL)","Twitter",2021-01-10,"Number of Likes",0
"Jesse Klaver
(GL)","Twitter",2021-01-11,"Number of Likes",434
"Jesse Klaver
(GL)","Twitter",2021-01-13,"Number of Likes",168
"Jesse Klaver
(GL)","Twitter",2021-01-14,"Number of Likes",2598
"Jesse Klaver
(GL)","Twitter",2021-01-15,"Number of Likes",960
"Jesse Klaver
(GL)","Twitter",2021-01-18,"Number of Likes",1528
"Jesse Klaver
(GL)","Twitter",2021-01-19,"Number of Likes",174
"Jesse Klaver
(GL)","Twitter",2021-01-20,"Number of Likes",1067
"Jesse Klaver
(GL)","Twitter",2021-01-21,"Number of Likes",582
"Jesse Klaver
(GL)","Twitter",2021-01-22,"Number of Likes",452
"Jesse Klaver
(GL)","Twitter",2021-01-23,"Number of Likes",0
"Jesse Klaver
(GL)","Twitter",2021-01-24,"Number of Likes",7247
"Jesse Klaver
(GL)","Twitter",2021-01-25,"Number of Likes",1402
"Jesse Klaver
(GL)","Twitter",2021-01-26,"Number of Likes",1445
"Jesse Klaver
(GL)","Twitter",2021-01-27,"Number of Likes",1261
"Jesse Klaver
(GL)","Twitter",2021-01-28,"Number of Likes",114
"Jesse Klaver
(GL)","Twitter",2021-01-29,"Number of Likes",758
"Jesse Klaver
(GL)","Twitter",2021-01-30,"Number of Likes",398
"Jesse Klaver
(GL)","Twitter",2021-01-31,"Number of Likes",401
"Jesse Klaver
(GL)","Twitter",2021-02-01,"Number of Likes",218
"Jesse Klaver
(GL)","Twitter",2021-02-02,"Number of Likes",2295
"Jesse Klaver
(GL)","Twitter",2021-02-03,"Number of Likes",836
"Jesse Klaver
(GL)","Twitter",2021-02-04,"Number of Likes",948
"Jesse Klaver
(GL)","Twitter",2021-02-05,"Number of Likes",463
"Jesse Klaver
(GL)","Twitter",2021-02-06,"Number of Likes",351
"Jesse Klaver
(GL)","Twitter",2021-02-08,"Number of Likes",437
"Jesse Klaver
(GL)","Twitter",2021-02-09,"Number of Likes",781
"Jesse Klaver
(GL)","Twitter",2021-02-10,"Number of Likes",542
"Jesse Klaver
(GL)","Twitter",2021-02-11,"Number of Likes",1187
"Jesse Klaver
(GL)","Twitter",2021-02-12,"Number of Likes",460
"Jesse Klaver
(GL)","Twitter",2021-02-13,"Number of Likes",768
"Jesse Klaver
(GL)","Twitter",2021-02-15,"Number of Likes",852
"Jesse Klaver
(GL)","Twitter",2021-02-16,"Number of Likes",872
"Jesse Klaver
(GL)","Twitter",2021-02-17,"Number of Likes",922
"Jesse Klaver
(GL)","Twitter",2021-02-18,"Number of Likes",1429
"Jesse Klaver
(GL)","Twitter",2021-02-19,"Number of Likes",393
"Jesse Klaver
(GL)","Twitter",2021-02-20,"Number of Likes",1013
"Jesse Klaver
(GL)","Twitter",2021-02-21,"Number of Likes",989
"Jesse Klaver
(GL)","Twitter",2021-02-22,"Number of Likes",430
"Jesse Klaver
(GL)","Twitter",2021-02-23,"Number of Likes",2258
"Jesse Klaver
(GL)","Twitter",2021-02-24,"Number of Likes",857
"Jesse Klaver
(GL)","Twitter",2021-02-25,"Number of Likes",1918
"Jesse Klaver
(GL)","Twitter",2021-02-26,"Number of Likes",761
"Jesse Klaver
(GL)","Twitter",2021-02-27,"Number of Likes",338
"Jesse Klaver
(GL)","Twitter",2021-02-28,"Number of Likes",1247
"Jesse Klaver
(GL)","Twitter",2021-03-01,"Number of Likes",1214
"Jesse Klaver
(GL)","Twitter",2021-03-02,"Number of Likes",119
"Jesse Klaver
(GL)","Twitter",2021-03-03,"Number of Likes",1032
"Jesse Klaver
(GL)","Twitter",2021-03-04,"Number of Likes",2210
"Jesse Klaver
(GL)","Twitter",2021-03-05,"Number of Likes",1006
"Jesse Klaver
(GL)","Twitter",2021-03-06,"Number of Likes",826
"Jesse Klaver
(GL)","Twitter",2021-03-08,"Number of Likes",630
"Jesse Klaver
(GL)","Twitter",2021-03-09,"Number of Likes",889
"Kees van der Staaij
(SGP)","Facebook",2021-01-02,"Number of Likes",23
"Kees van der Staaij
(SGP)","Facebook",2021-01-05,"Number of Likes",336
"Kees van der Staaij
(SGP)","Facebook",2021-01-08,"Number of Likes",79
"Kees van der Staaij
(SGP)","Facebook",2021-01-11,"Number of Likes",36
"Kees van der Staaij
(SGP)","Facebook",2021-01-13,"Number of Likes",218
"Kees van der Staaij
(SGP)","Facebook",2021-01-15,"Number of Likes",95
"Kees van der Staaij
(SGP)","Facebook",2021-01-16,"Number of Likes",280
"Kees van der Staaij
(SGP)","Facebook",2021-01-19,"Number of Likes",221
"Kees van der Staaij
(SGP)","Facebook",2021-01-20,"Number of Likes",68
"Kees van der Staaij
(SGP)","Facebook",2021-01-21,"Number of Likes",672
"Kees van der Staaij
(SGP)","Facebook",2021-01-22,"Number of Likes",116
"Kees van der Staaij
(SGP)","Facebook",2021-01-26,"Number of Likes",40
"Kees van der Staaij
(SGP)","Facebook",2021-01-27,"Number of Likes",350
"Kees van der Staaij
(SGP)","Facebook",2021-01-30,"Number of Likes",58
"Kees van der Staaij
(SGP)","Facebook",2021-02-16,"Number of Likes",326
"Kees van der Staaij
(SGP)","Facebook",2021-02-17,"Number of Likes",7
"Kees van der Staaij
(SGP)","Facebook",2021-02-27,"Number of Likes",748
"Kees van der Staaij
(SGP)","Facebook",2021-03-04,"Number of Likes",625
"Kees van der Staaij
(SGP)","Facebook",2021-03-08,"Number of Likes",150
"Kees van der Staaij
(SGP)","Facebook",2021-03-09,"Number of Likes",51
"Kees van der Staaij
(SGP)","Facebook",2021-03-10,"Number of Likes",862
"Kees van der Staaij
(SGP)","Twitter",2021-01-02,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-05,"Number of Likes",323
"Kees van der Staaij
(SGP)","Twitter",2021-01-06,"Number of Likes",209
"Kees van der Staaij
(SGP)","Twitter",2021-01-08,"Number of Likes",7
"Kees van der Staaij
(SGP)","Twitter",2021-01-09,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-11,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-12,"Number of Likes",1143
"Kees van der Staaij
(SGP)","Twitter",2021-01-13,"Number of Likes",445
"Kees van der Staaij
(SGP)","Twitter",2021-01-14,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-15,"Number of Likes",67
"Kees van der Staaij
(SGP)","Twitter",2021-01-16,"Number of Likes",84
"Kees van der Staaij
(SGP)","Twitter",2021-01-19,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-20,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-21,"Number of Likes",360
"Kees van der Staaij
(SGP)","Twitter",2021-01-22,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-25,"Number of Likes",432
"Kees van der Staaij
(SGP)","Twitter",2021-01-26,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-27,"Number of Likes",337
"Kees van der Staaij
(SGP)","Twitter",2021-01-28,"Number of Likes",90
"Kees van der Staaij
(SGP)","Twitter",2021-01-29,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-01-30,"Number of Likes",29
"Kees van der Staaij
(SGP)","Twitter",2021-02-01,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-02-03,"Number of Likes",175
"Kees van der Staaij
(SGP)","Twitter",2021-02-04,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-02-06,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-02-08,"Number of Likes",340
"Kees van der Staaij
(SGP)","Twitter",2021-02-09,"Number of Likes",431
"Kees van der Staaij
(SGP)","Twitter",2021-02-11,"Number of Likes",910
"Kees van der Staaij
(SGP)","Twitter",2021-02-12,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-02-13,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-02-15,"Number of Likes",188
"Kees van der Staaij
(SGP)","Twitter",2021-02-16,"Number of Likes",275
"Kees van der Staaij
(SGP)","Twitter",2021-02-17,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-02-18,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-02-22,"Number of Likes",50
"Kees van der Staaij
(SGP)","Twitter",2021-02-25,"Number of Likes",137
"Kees van der Staaij
(SGP)","Twitter",2021-02-26,"Number of Likes",1133
"Kees van der Staaij
(SGP)","Twitter",2021-02-27,"Number of Likes",539
"Kees van der Staaij
(SGP)","Twitter",2021-03-01,"Number of Likes",319
"Kees van der Staaij
(SGP)","Twitter",2021-03-02,"Number of Likes",122
"Kees van der Staaij
(SGP)","Twitter",2021-03-03,"Number of Likes",121
"Kees van der Staaij
(SGP)","Twitter",2021-03-04,"Number of Likes",162
"Kees van der Staaij
(SGP)","Twitter",2021-03-05,"Number of Likes",1453
"Kees van der Staaij
(SGP)","Twitter",2021-03-06,"Number of Likes",0
"Kees van der Staaij
(SGP)","Twitter",2021-03-08,"Number of Likes",3057
"Kees van der Staaij
(SGP)","Twitter",2021-03-09,"Number of Likes",0
"Liane den Haan
(50PLUS)","Facebook",2021-01-04,"Number of Likes",2
"Liane den Haan
(50PLUS)","Facebook",2021-01-05,"Number of Likes",21
"Liane den Haan
(50PLUS)","Facebook",2021-01-20,"Number of Likes",6
"Liane den Haan
(50PLUS)","Facebook",2021-01-26,"Number of Likes",11
"Liane den Haan
(50PLUS)","Facebook",2021-02-01,"Number of Likes",26
"Liane den Haan
(50PLUS)","Facebook",2021-02-03,"Number of Likes",18
"Liane den Haan
(50PLUS)","Facebook",2021-02-06,"Number of Likes",10
"Liane den Haan
(50PLUS)","Facebook",2021-02-27,"Number of Likes",10
"Liane den Haan
(50PLUS)","Twitter",2021-01-01,"Number of Likes",10
"Liane den Haan
(50PLUS)","Twitter",2021-01-02,"Number of Likes",50
"Liane den Haan
(50PLUS)","Twitter",2021-01-03,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-01-05,"Number of Likes",48
"Liane den Haan
(50PLUS)","Twitter",2021-01-06,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-01-07,"Number of Likes",25
"Liane den Haan
(50PLUS)","Twitter",2021-01-08,"Number of Likes",8
"Liane den Haan
(50PLUS)","Twitter",2021-01-09,"Number of Likes",23
"Liane den Haan
(50PLUS)","Twitter",2021-01-10,"Number of Likes",18
"Liane den Haan
(50PLUS)","Twitter",2021-01-11,"Number of Likes",22
"Liane den Haan
(50PLUS)","Twitter",2021-01-12,"Number of Likes",31
"Liane den Haan
(50PLUS)","Twitter",2021-01-13,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-01-14,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-01-15,"Number of Likes",34
"Liane den Haan
(50PLUS)","Twitter",2021-01-16,"Number of Likes",15
"Liane den Haan
(50PLUS)","Twitter",2021-01-17,"Number of Likes",8
"Liane den Haan
(50PLUS)","Twitter",2021-01-18,"Number of Likes",17
"Liane den Haan
(50PLUS)","Twitter",2021-01-19,"Number of Likes",42
"Liane den Haan
(50PLUS)","Twitter",2021-01-20,"Number of Likes",51
"Liane den Haan
(50PLUS)","Twitter",2021-01-21,"Number of Likes",9
"Liane den Haan
(50PLUS)","Twitter",2021-01-22,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-01-23,"Number of Likes",22
"Liane den Haan
(50PLUS)","Twitter",2021-01-25,"Number of Likes",26
"Liane den Haan
(50PLUS)","Twitter",2021-01-26,"Number of Likes",18
"Liane den Haan
(50PLUS)","Twitter",2021-01-27,"Number of Likes",14
"Liane den Haan
(50PLUS)","Twitter",2021-01-28,"Number of Likes",24
"Liane den Haan
(50PLUS)","Twitter",2021-01-29,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-01-30,"Number of Likes",31
"Liane den Haan
(50PLUS)","Twitter",2021-01-31,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-01,"Number of Likes",26
"Liane den Haan
(50PLUS)","Twitter",2021-02-02,"Number of Likes",25
"Liane den Haan
(50PLUS)","Twitter",2021-02-03,"Number of Likes",11
"Liane den Haan
(50PLUS)","Twitter",2021-02-04,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-05,"Number of Likes",19
"Liane den Haan
(50PLUS)","Twitter",2021-02-06,"Number of Likes",8
"Liane den Haan
(50PLUS)","Twitter",2021-02-09,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-10,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-11,"Number of Likes",23
"Liane den Haan
(50PLUS)","Twitter",2021-02-12,"Number of Likes",38
"Liane den Haan
(50PLUS)","Twitter",2021-02-13,"Number of Likes",19
"Liane den Haan
(50PLUS)","Twitter",2021-02-14,"Number of Likes",20
"Liane den Haan
(50PLUS)","Twitter",2021-02-15,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-16,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-17,"Number of Likes",13
"Liane den Haan
(50PLUS)","Twitter",2021-02-18,"Number of Likes",7
"Liane den Haan
(50PLUS)","Twitter",2021-02-19,"Number of Likes",5
"Liane den Haan
(50PLUS)","Twitter",2021-02-20,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-21,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-22,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-23,"Number of Likes",23
"Liane den Haan
(50PLUS)","Twitter",2021-02-24,"Number of Likes",4
"Liane den Haan
(50PLUS)","Twitter",2021-02-25,"Number of Likes",4
"Liane den Haan
(50PLUS)","Twitter",2021-02-26,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-27,"Number of Likes",15
"Liane den Haan
(50PLUS)","Twitter",2021-02-28,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-03-01,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-03-02,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-03-03,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-03-05,"Number of Likes",39
"Liane den Haan
(50PLUS)","Twitter",2021-03-07,"Number of Likes",0
"Liane den Haan
(50PLUS)","Twitter",2021-03-08,"Number of Likes",9
"Liane den Haan
(50PLUS)","Twitter",2021-03-09,"Number of Likes",7
"Lilian Marijnissen
(SP)","Facebook",2021-01-04,"Number of Likes",471
"Lilian Marijnissen
(SP)","Facebook",2021-01-05,"Number of Likes",961
"Lilian Marijnissen
(SP)","Facebook",2021-01-06,"Number of Likes",586
"Lilian Marijnissen
(SP)","Facebook",2021-01-07,"Number of Likes",130
"Lilian Marijnissen
(SP)","Facebook",2021-01-08,"Number of Likes",141
"Lilian Marijnissen
(SP)","Facebook",2021-01-12,"Number of Likes",639
"Lilian Marijnissen
(SP)","Facebook",2021-01-13,"Number of Likes",552
"Lilian Marijnissen
(SP)","Facebook",2021-01-14,"Number of Likes",687
"Lilian Marijnissen
(SP)","Facebook",2021-01-15,"Number of Likes",2194
"Lilian Marijnissen
(SP)","Facebook",2021-01-16,"Number of Likes",368
"Lilian Marijnissen
(SP)","Facebook",2021-01-17,"Number of Likes",2021
"Lilian Marijnissen
(SP)","Facebook",2021-01-19,"Number of Likes",1559
"Lilian Marijnissen
(SP)","Facebook",2021-01-20,"Number of Likes",390
"Lilian Marijnissen
(SP)","Facebook",2021-01-21,"Number of Likes",419
"Lilian Marijnissen
(SP)","Facebook",2021-01-22,"Number of Likes",3263
"Lilian Marijnissen
(SP)","Facebook",2021-01-23,"Number of Likes",202
"Lilian Marijnissen
(SP)","Facebook",2021-01-26,"Number of Likes",1447
"Lilian Marijnissen
(SP)","Facebook",2021-01-27,"Number of Likes",821
"Lilian Marijnissen
(SP)","Facebook",2021-01-28,"Number of Likes",1253
"Lilian Marijnissen
(SP)","Facebook",2021-01-29,"Number of Likes",359
"Lilian Marijnissen
(SP)","Facebook",2021-01-30,"Number of Likes",594
"Lilian Marijnissen
(SP)","Facebook",2021-02-01,"Number of Likes",760
"Lilian Marijnissen
(SP)","Facebook",2021-02-02,"Number of Likes",806
"Lilian Marijnissen
(SP)","Facebook",2021-02-03,"Number of Likes",170
"Lilian Marijnissen
(SP)","Facebook",2021-02-04,"Number of Likes",893
"Lilian Marijnissen
(SP)","Facebook",2021-02-05,"Number of Likes",1022
"Lilian Marijnissen
(SP)","Facebook",2021-02-06,"Number of Likes",151
"Lilian Marijnissen
(SP)","Facebook",2021-02-07,"Number of Likes",4774
"Lilian Marijnissen
(SP)","Facebook",2021-02-08,"Number of Likes",583
"Lilian Marijnissen
(SP)","Facebook",2021-02-09,"Number of Likes",1318
"Lilian Marijnissen
(SP)","Facebook",2021-02-10,"Number of Likes",322
"Lilian Marijnissen
(SP)","Facebook",2021-02-11,"Number of Likes",405
"Lilian Marijnissen
(SP)","Facebook",2021-02-13,"Number of Likes",536
"Lilian Marijnissen
(SP)","Facebook",2021-02-14,"Number of Likes",588
"Lilian Marijnissen
(SP)","Facebook",2021-02-15,"Number of Likes",812
"Lilian Marijnissen
(SP)","Facebook",2021-02-16,"Number of Likes",786
"Lilian Marijnissen
(SP)","Facebook",2021-02-17,"Number of Likes",1661
"Lilian Marijnissen
(SP)","Facebook",2021-02-18,"Number of Likes",430
"Lilian Marijnissen
(SP)","Facebook",2021-02-19,"Number of Likes",887
"Lilian Marijnissen
(SP)","Facebook",2021-02-20,"Number of Likes",859
"Lilian Marijnissen
(SP)","Facebook",2021-02-22,"Number of Likes",324
"Lilian Marijnissen
(SP)","Facebook",2021-02-24,"Number of Likes",916
"Lilian Marijnissen
(SP)","Facebook",2021-02-25,"Number of Likes",1489
"Lilian Marijnissen
(SP)","Facebook",2021-02-26,"Number of Likes",2102
"Lilian Marijnissen
(SP)","Facebook",2021-02-27,"Number of Likes",1182
"Lilian Marijnissen
(SP)","Facebook",2021-03-01,"Number of Likes",1581
"Lilian Marijnissen
(SP)","Facebook",2021-03-02,"Number of Likes",696
"Lilian Marijnissen
(SP)","Facebook",2021-03-03,"Number of Likes",383
"Lilian Marijnissen
(SP)","Facebook",2021-03-05,"Number of Likes",1164
"Lilian Marijnissen
(SP)","Facebook",2021-03-06,"Number of Likes",425
"Lilian Marijnissen
(SP)","Facebook",2021-03-07,"Number of Likes",802
"Lilian Marijnissen
(SP)","Facebook",2021-03-08,"Number of Likes",670
"Lilian Marijnissen
(SP)","Facebook",2021-03-09,"Number of Likes",392
"Lilian Marijnissen
(SP)","Facebook",2021-03-10,"Number of Likes",426
"Lilian Marijnissen
(SP)","Facebook",2021-03-11,"Number of Likes",226
"Lilian Marijnissen
(SP)","Twitter",2021-01-02,"Number of Likes",107
"Lilian Marijnissen
(SP)","Twitter",2021-01-04,"Number of Likes",145
"Lilian Marijnissen
(SP)","Twitter",2021-01-05,"Number of Likes",204
"Lilian Marijnissen
(SP)","Twitter",2021-01-06,"Number of Likes",77
"Lilian Marijnissen
(SP)","Twitter",2021-01-07,"Number of Likes",1024
"Lilian Marijnissen
(SP)","Twitter",2021-01-08,"Number of Likes",97
"Lilian Marijnissen
(SP)","Twitter",2021-01-11,"Number of Likes",242
"Lilian Marijnissen
(SP)","Twitter",2021-01-12,"Number of Likes",830
"Lilian Marijnissen
(SP)","Twitter",2021-01-13,"Number of Likes",1722
"Lilian Marijnissen
(SP)","Twitter",2021-01-14,"Number of Likes",334
"Lilian Marijnissen
(SP)","Twitter",2021-01-15,"Number of Likes",2055
"Lilian Marijnissen
(SP)","Twitter",2021-01-16,"Number of Likes",47
"Lilian Marijnissen
(SP)","Twitter",2021-01-17,"Number of Likes",871
"Lilian Marijnissen
(SP)","Twitter",2021-01-18,"Number of Likes",2970
"Lilian Marijnissen
(SP)","Twitter",2021-01-19,"Number of Likes",631
"Lilian Marijnissen
(SP)","Twitter",2021-01-20,"Number of Likes",0
"Lilian Marijnissen
(SP)","Twitter",2021-01-21,"Number of Likes",800
"Lilian Marijnissen
(SP)","Twitter",2021-01-22,"Number of Likes",366
"Lilian Marijnissen
(SP)","Twitter",2021-01-23,"Number of Likes",409
"Lilian Marijnissen
(SP)","Twitter",2021-01-24,"Number of Likes",419
"Lilian Marijnissen
(SP)","Twitter",2021-01-25,"Number of Likes",185
"Lilian Marijnissen
(SP)","Twitter",2021-01-26,"Number of Likes",1832
"Lilian Marijnissen
(SP)","Twitter",2021-01-27,"Number of Likes",198
"Lilian Marijnissen
(SP)","Twitter",2021-01-28,"Number of Likes",1076
"Lilian Marijnissen
(SP)","Twitter",2021-01-29,"Number of Likes",298
"Lilian Marijnissen
(SP)","Twitter",2021-01-30,"Number of Likes",141
"Lilian Marijnissen
(SP)","Twitter",2021-01-31,"Number of Likes",219
"Lilian Marijnissen
(SP)","Twitter",2021-02-01,"Number of Likes",484
"Lilian Marijnissen
(SP)","Twitter",2021-02-02,"Number of Likes",4047
"Lilian Marijnissen
(SP)","Twitter",2021-02-03,"Number of Likes",338
"Lilian Marijnissen
(SP)","Twitter",2021-02-04,"Number of Likes",698
"Lilian Marijnissen
(SP)","Twitter",2021-02-05,"Number of Likes",302
"Lilian Marijnissen
(SP)","Twitter",2021-02-06,"Number of Likes",3120
"Lilian Marijnissen
(SP)","Twitter",2021-02-08,"Number of Likes",613
"Lilian Marijnissen
(SP)","Twitter",2021-02-09,"Number of Likes",1056
"Lilian Marijnissen
(SP)","Twitter",2021-02-10,"Number of Likes",553
"Lilian Marijnissen
(SP)","Twitter",2021-02-11,"Number of Likes",1639
"Lilian Marijnissen
(SP)","Twitter",2021-02-12,"Number of Likes",279
"Lilian Marijnissen
(SP)","Twitter",2021-02-13,"Number of Likes",161
"Lilian Marijnissen
(SP)","Twitter",2021-02-14,"Number of Likes",521
"Lilian Marijnissen
(SP)","Twitter",2021-02-16,"Number of Likes",419
"Lilian Marijnissen
(SP)","Twitter",2021-02-17,"Number of Likes",626
"Lilian Marijnissen
(SP)","Twitter",2021-02-18,"Number of Likes",121
"Lilian Marijnissen
(SP)","Twitter",2021-02-19,"Number of Likes",523
