"name","platform","day_only","variable","value"
"Liane den Haan
(50PLUS)","Twitter",2021-02-19,"Number of Shares",7
"Liane den Haan
(50PLUS)","Twitter",2021-02-20,"Number of Shares",0
"Liane den Haan
(50PLUS)","Twitter",2021-02-21,"Number of Shares",0
"Lilian Marijnissen
(SP)","Facebook",2021-01-04,"Number of Shares",95
"Lilian Marijnissen
(SP)","Facebook",2021-01-05,"Number of Shares",292
"Lilian Marijnissen
(SP)","Facebook",2021-01-06,"Number of Shares",33
"Lilian Marijnissen
(SP)","Facebook",2021-01-07,"Number of Shares",142
"Lilian Marijnissen
(SP)","Facebook",2021-01-08,"Number of Shares",31
"Lilian Marijnissen
(SP)","Facebook",2021-01-12,"Number of Shares",165
"Lilian Marijnissen
(SP)","Facebook",2021-01-13,"Number of Shares",100
"Lilian Marijnissen
(SP)","Facebook",2021-01-14,"Number of Shares",66
"Lilian Marijnissen
(SP)","Facebook",2021-01-15,"Number of Shares",407
"Lilian Marijnissen
(SP)","Facebook",2021-01-16,"Number of Shares",74
"Lilian Marijnissen
(SP)","Facebook",2021-01-17,"Number of Shares",346
"Lilian Marijnissen
(SP)","Facebook",2021-01-19,"Number of Shares",523
"Lilian Marijnissen
(SP)","Facebook",2021-01-20,"Number of Shares",63
"Lilian Marijnissen
(SP)","Facebook",2021-01-21,"Number of Shares",59
"Lilian Marijnissen
(SP)","Facebook",2021-01-22,"Number of Shares",36
"Lilian Marijnissen
(SP)","Facebook",2021-01-23,"Number of Shares",30
"Lilian Marijnissen
(SP)","Facebook",2021-01-26,"Number of Shares",237
"Lilian Marijnissen
(SP)","Facebook",2021-01-27,"Number of Shares",175
"Lilian Marijnissen
(SP)","Facebook",2021-01-28,"Number of Shares",295
"Lilian Marijnissen
(SP)","Facebook",2021-01-29,"Number of Shares",44
"Lilian Marijnissen
(SP)","Facebook",2021-01-30,"Number of Shares",84
"Lilian Marijnissen
(SP)","Facebook",2021-02-01,"Number of Shares",133
"Lilian Marijnissen
(SP)","Facebook",2021-02-02,"Number of Shares",152
"Lilian Marijnissen
(SP)","Facebook",2021-02-03,"Number of Shares",13
"Lilian Marijnissen
(SP)","Facebook",2021-02-04,"Number of Shares",256
"Lilian Marijnissen
(SP)","Facebook",2021-02-05,"Number of Shares",179
"Lilian Marijnissen
(SP)","Facebook",2021-02-06,"Number of Shares",13
"Lilian Marijnissen
(SP)","Facebook",2021-02-07,"Number of Shares",52
"Lilian Marijnissen
(SP)","Facebook",2021-02-08,"Number of Shares",82
"Lilian Marijnissen
(SP)","Facebook",2021-02-09,"Number of Shares",222
"Lilian Marijnissen
(SP)","Facebook",2021-02-10,"Number of Shares",40
"Lilian Marijnissen
(SP)","Facebook",2021-02-11,"Number of Shares",62
"Lilian Marijnissen
(SP)","Facebook",2021-02-13,"Number of Shares",37
"Lilian Marijnissen
(SP)","Facebook",2021-02-14,"Number of Shares",165
"Lilian Marijnissen
(SP)","Facebook",2021-02-15,"Number of Shares",18
"Lilian Marijnissen
(SP)","Facebook",2021-02-16,"Number of Shares",166
"Lilian Marijnissen
(SP)","Facebook",2021-02-17,"Number of Shares",263
"Lilian Marijnissen
(SP)","Facebook",2021-02-18,"Number of Shares",46
"Lilian Marijnissen
(SP)","Facebook",2021-02-19,"Number of Shares",114
"Lilian Marijnissen
(SP)","Facebook",2021-02-20,"Number of Shares",135
"Lilian Marijnissen
(SP)","Facebook",2021-02-22,"Number of Shares",42
"Lilian Marijnissen
(SP)","Twitter",2021-01-02,"Number of Shares",35
"Lilian Marijnissen
(SP)","Twitter",2021-01-04,"Number of Shares",45
"Lilian Marijnissen
(SP)","Twitter",2021-01-05,"Number of Shares",46
"Lilian Marijnissen
(SP)","Twitter",2021-01-06,"Number of Shares",9
"Lilian Marijnissen
(SP)","Twitter",2021-01-07,"Number of Shares",289
"Lilian Marijnissen
(SP)","Twitter",2021-01-08,"Number of Shares",35
"Lilian Marijnissen
(SP)","Twitter",2021-01-11,"Number of Shares",95
"Lilian Marijnissen
(SP)","Twitter",2021-01-12,"Number of Shares",287
"Lilian Marijnissen
(SP)","Twitter",2021-01-13,"Number of Shares",523
"Lilian Marijnissen
(SP)","Twitter",2021-01-14,"Number of Shares",64
"Lilian Marijnissen
(SP)","Twitter",2021-01-15,"Number of Shares",806
"Lilian Marijnissen
(SP)","Twitter",2021-01-16,"Number of Shares",15
"Lilian Marijnissen
(SP)","Twitter",2021-01-17,"Number of Shares",200
"Lilian Marijnissen
(SP)","Twitter",2021-01-18,"Number of Shares",159
"Lilian Marijnissen
(SP)","Twitter",2021-01-19,"Number of Shares",172
"Lilian Marijnissen
(SP)","Twitter",2021-01-20,"Number of Shares",0
"Lilian Marijnissen
(SP)","Twitter",2021-01-21,"Number of Shares",209
"Lilian Marijnissen
(SP)","Twitter",2021-01-22,"Number of Shares",135
"Lilian Marijnissen
(SP)","Twitter",2021-01-23,"Number of Shares",115
"Lilian Marijnissen
(SP)","Twitter",2021-01-24,"Number of Shares",83
"Lilian Marijnissen
(SP)","Twitter",2021-01-25,"Number of Shares",69
"Lilian Marijnissen
(SP)","Twitter",2021-01-26,"Number of Shares",429
"Lilian Marijnissen
(SP)","Twitter",2021-01-27,"Number of Shares",66
"Lilian Marijnissen
(SP)","Twitter",2021-01-28,"Number of Shares",334
"Lilian Marijnissen
(SP)","Twitter",2021-01-29,"Number of Shares",69
"Lilian Marijnissen
(SP)","Twitter",2021-01-30,"Number of Shares",66
"Lilian Marijnissen
(SP)","Twitter",2021-01-31,"Number of Shares",39
"Lilian Marijnissen
(SP)","Twitter",2021-02-01,"Number of Shares",152
"Lilian Marijnissen
(SP)","Twitter",2021-02-02,"Number of Shares",953
"Lilian Marijnissen
(SP)","Twitter",2021-02-03,"Number of Shares",104
"Lilian Marijnissen
(SP)","Twitter",2021-02-04,"Number of Shares",211
"Lilian Marijnissen
(SP)","Twitter",2021-02-05,"Number of Shares",95
"Lilian Marijnissen
(SP)","Twitter",2021-02-06,"Number of Shares",385
"Lilian Marijnissen
(SP)","Twitter",2021-02-08,"Number of Shares",178
"Lilian Marijnissen
(SP)","Twitter",2021-02-09,"Number of Shares",184
"Lilian Marijnissen
(SP)","Twitter",2021-02-10,"Number of Shares",160
"Lilian Marijnissen
(SP)","Twitter",2021-02-11,"Number of Shares",319
"Lilian Marijnissen
(SP)","Twitter",2021-02-12,"Number of Shares",78
"Lilian Marijnissen
(SP)","Twitter",2021-02-13,"Number of Shares",31
"Lilian Marijnissen
(SP)","Twitter",2021-02-14,"Number of Shares",152
"Lilian Marijnissen
(SP)","Twitter",2021-02-16,"Number of Shares",138
"Lilian Marijnissen
(SP)","Twitter",2021-02-17,"Number of Shares",145
"Lilian Marijnissen
(SP)","Twitter",2021-02-18,"Number of Shares",41
"Lilian Marijnissen
(SP)","Twitter",2021-02-19,"Number of Shares",114
"Lilian Marijnissen
(SP)","Twitter",2021-02-20,"Number of Shares",61
"Lilian Marijnissen
(SP)","Twitter",2021-02-21,"Number of Shares",214
"Lilian Marijnissen
(SP)","Twitter",2021-02-22,"Number of Shares",23
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-04,"Number of Shares",3
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-06,"Number of Shares",6
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-08,"Number of Shares",12
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-12,"Number of Shares",13
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-13,"Number of Shares",15
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-18,"Number of Shares",65
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-21,"Number of Shares",48
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-23,"Number of Shares",125
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-24,"Number of Shares",14
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-25,"Number of Shares",51
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-27,"Number of Shares",120
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-28,"Number of Shares",103
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-29,"Number of Shares",41
"Lilianne Ploumen
(PvdA)","Facebook",2021-01-31,"Number of Shares",46
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-02,"Number of Shares",113
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-03,"Number of Shares",94
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-04,"Number of Shares",52
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-05,"Number of Shares",0
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-06,"Number of Shares",24
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-07,"Number of Shares",41
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-08,"Number of Shares",47
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-09,"Number of Shares",34
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-10,"Number of Shares",27
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-11,"Number of Shares",32
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-12,"Number of Shares",54
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-14,"Number of Shares",49
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-15,"Number of Shares",75
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-16,"Number of Shares",46
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-17,"Number of Shares",52
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-19,"Number of Shares",15
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-20,"Number of Shares",24
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-03,"Number of Shares",0
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-04,"Number of Shares",0
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-06,"Number of Shares",12
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-07,"Number of Shares",0
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-08,"Number of Shares",40
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-12,"Number of Shares",9
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-13,"Number of Shares",184
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-15,"Number of Shares",172
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-16,"Number of Shares",18
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-18,"Number of Shares",275
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-19,"Number of Shares",42
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-20,"Number of Shares",46
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-21,"Number of Shares",141
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-23,"Number of Shares",0
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-24,"Number of Shares",129
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-25,"Number of Shares",58
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-26,"Number of Shares",92
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-27,"Number of Shares",14
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-28,"Number of Shares",155
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-29,"Number of Shares",157
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-30,"Number of Shares",0
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-31,"Number of Shares",26
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-01,"Number of Shares",13
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-02,"Number of Shares",872
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-03,"Number of Shares",81
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-04,"Number of Shares",54
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-05,"Number of Shares",17
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-07,"Number of Shares",73
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-08,"Number of Shares",128
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-09,"Number of Shares",146
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-10,"Number of Shares",39
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-12,"Number of Shares",71
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-13,"Number of Shares",73
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-14,"Number of Shares",128
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-15,"Number of Shares",34
"Mark Rutte
(VVD)","Facebook",2021-01-08,"Number of Shares",352
"Mark Rutte
(VVD)","Facebook",2021-01-12,"Number of Shares",718
"Mark Rutte
(VVD)","Facebook",2021-01-14,"Number of Shares",55
"Mark Rutte
(VVD)","Facebook",2021-01-15,"Number of Shares",968
"Mark Rutte
(VVD)","Facebook",2021-01-20,"Number of Shares",796
"Mark Rutte
(VVD)","Facebook",2021-01-21,"Number of Shares",871
"Mark Rutte
(VVD)","Facebook",2021-01-22,"Number of Shares",168
"Mark Rutte
(VVD)","Facebook",2021-01-25,"Number of Shares",685
"Mark Rutte
(VVD)","Facebook",2021-01-27,"Number of Shares",342
"Mark Rutte
(VVD)","Facebook",2021-01-28,"Number of Shares",214
"Mark Rutte
(VVD)","Facebook",2021-01-29,"Number of Shares",1219
"Mark Rutte
(VVD)","Facebook",2021-01-31,"Number of Shares",332
"Mark Rutte
(VVD)","Facebook",2021-02-01,"Number of Shares",30
"Mark Rutte
(VVD)","Facebook",2021-02-02,"Number of Shares",678
"Mark Rutte
(VVD)","Facebook",2021-02-05,"Number of Shares",222
"Mark Rutte
(VVD)","Facebook",2021-02-08,"Number of Shares",394
"Mark Rutte
(VVD)","Facebook",2021-02-10,"Number of Shares",75
"Mark Rutte
(VVD)","Facebook",2021-02-11,"Number of Shares",238
"Mark Rutte
(VVD)","Facebook",2021-02-12,"Number of Shares",582
"Mark Rutte
(VVD)","Facebook",2021-02-16,"Number of Shares",597
"Mark Rutte
(VVD)","Twitter",2021-01-05,"Number of Shares",44
"Mark Rutte
(VVD)","Twitter",2021-01-06,"Number of Shares",4643
"Mark Rutte
(VVD)","Twitter",2021-01-08,"Number of Shares",103
"Mark Rutte
(VVD)","Twitter",2021-01-11,"Number of Shares",96
"Mark Rutte
(VVD)","Twitter",2021-01-12,"Number of Shares",389
"Mark Rutte
(VVD)","Twitter",2021-01-13,"Number of Shares",99
"Mark Rutte
(VVD)","Twitter",2021-01-14,"Number of Shares",197
"Mark Rutte
(VVD)","Twitter",2021-01-15,"Number of Shares",474
"Mark Rutte
(VVD)","Twitter",2021-01-18,"Number of Shares",145
"Mark Rutte
(VVD)","Twitter",2021-01-19,"Number of Shares",38
"Mark Rutte
(VVD)","Twitter",2021-01-20,"Number of Shares",754
"Mark Rutte
(VVD)","Twitter",2021-01-21,"Number of Shares",284
"Mark Rutte
(VVD)","Twitter",2021-01-22,"Number of Shares",74
"Mark Rutte
(VVD)","Twitter",2021-01-25,"Number of Shares",719
"Mark Rutte
(VVD)","Twitter",2021-01-26,"Number of Shares",316
"Mark Rutte
(VVD)","Twitter",2021-01-27,"Number of Shares",382
"Mark Rutte
(VVD)","Twitter",2021-01-28,"Number of Shares",124
"Mark Rutte
(VVD)","Twitter",2021-01-29,"Number of Shares",255
"Mark Rutte
(VVD)","Twitter",2021-01-31,"Number of Shares",383
"Mark Rutte
(VVD)","Twitter",2021-02-01,"Number of Shares",71
"Mark Rutte
(VVD)","Twitter",2021-02-02,"Number of Shares",311
"Mark Rutte
(VVD)","Twitter",2021-02-04,"Number of Shares",112
"Mark Rutte
(VVD)","Twitter",2021-02-05,"Number of Shares",79
"Mark Rutte
(VVD)","Twitter",2021-02-08,"Number of Shares",143
"Mark Rutte
(VVD)","Twitter",2021-02-09,"Number of Shares",21
"Mark Rutte
(VVD)","Twitter",2021-02-10,"Number of Shares",130
"Mark Rutte
(VVD)","Twitter",2021-02-11,"Number of Shares",102
"Mark Rutte
(VVD)","Twitter",2021-02-12,"Number of Shares",95
"Mark Rutte
(VVD)","Twitter",2021-02-15,"Number of Shares",121
"Mark Rutte
(VVD)","Twitter",2021-02-16,"Number of Shares",312
"Mark Rutte
(VVD)","Twitter",2021-02-17,"Number of Shares",887
"Mark Rutte
(VVD)","Twitter",2021-02-18,"Number of Shares",40
"Thierry Baudet
(FvD)","Facebook",2021-01-01,"Number of Shares",120
"Thierry Baudet
(FvD)","Facebook",2021-01-02,"Number of Shares",45
"Thierry Baudet
(FvD)","Facebook",2021-01-03,"Number of Shares",1249
"Thierry Baudet
(FvD)","Facebook",2021-01-04,"Number of Shares",125
"Thierry Baudet
(FvD)","Facebook",2021-01-05,"Number of Shares",35
"Thierry Baudet
(FvD)","Facebook",2021-01-06,"Number of Shares",308
"Thierry Baudet
(FvD)","Facebook",2021-01-09,"Number of Shares",73
"Thierry Baudet
(FvD)","Facebook",2021-01-12,"Number of Shares",2664
"Thierry Baudet
(FvD)","Facebook",2021-01-13,"Number of Shares",71
"Thierry Baudet
(FvD)","Facebook",2021-01-14,"Number of Shares",305
"Thierry Baudet
(FvD)","Facebook",2021-01-15,"Number of Shares",486
"Thierry Baudet
(FvD)","Facebook",2021-01-16,"Number of Shares",234
"Thierry Baudet
(FvD)","Facebook",2021-01-17,"Number of Shares",510
"Thierry Baudet
(FvD)","Facebook",2021-01-18,"Number of Shares",133
"Thierry Baudet
(FvD)","Facebook",2021-01-19,"Number of Shares",2873
"Thierry Baudet
(FvD)","Facebook",2021-01-20,"Number of Shares",601
"Thierry Baudet
(FvD)","Facebook",2021-01-21,"Number of Shares",632
"Thierry Baudet
(FvD)","Facebook",2021-01-22,"Number of Shares",1327
"Thierry Baudet
(FvD)","Facebook",2021-01-23,"Number of Shares",446
"Thierry Baudet
(FvD)","Facebook",2021-01-24,"Number of Shares",76
"Thierry Baudet
(FvD)","Facebook",2021-01-26,"Number of Shares",6001
"Thierry Baudet
(FvD)","Facebook",2021-01-27,"Number of Shares",339
"Thierry Baudet
(FvD)","Facebook",2021-01-28,"Number of Shares",52
"Thierry Baudet
(FvD)","Facebook",2021-01-29,"Number of Shares",26
"Thierry Baudet
(FvD)","Facebook",2021-01-31,"Number of Shares",1052
"Thierry Baudet
(FvD)","Facebook",2021-02-02,"Number of Shares",1454
"Thierry Baudet
(FvD)","Facebook",2021-02-03,"Number of Shares",3582
"Thierry Baudet
(FvD)","Facebook",2021-02-04,"Number of Shares",1003
"Thierry Baudet
(FvD)","Facebook",2021-02-06,"Number of Shares",104
"Thierry Baudet
(FvD)","Facebook",2021-02-07,"Number of Shares",1171
"Thierry Baudet
(FvD)","Facebook",2021-02-08,"Number of Shares",766
"Thierry Baudet
(FvD)","Facebook",2021-02-09,"Number of Shares",312
"Thierry Baudet
(FvD)","Facebook",2021-02-10,"Number of Shares",1647
"Thierry Baudet
(FvD)","Facebook",2021-02-11,"Number of Shares",1837
"Thierry Baudet
(FvD)","Facebook",2021-02-12,"Number of Shares",215
"Thierry Baudet
(FvD)","Facebook",2021-02-13,"Number of Shares",268
"Thierry Baudet
(FvD)","Facebook",2021-02-14,"Number of Shares",253
"Thierry Baudet
(FvD)","Facebook",2021-02-15,"Number of Shares",2251
"Thierry Baudet
(FvD)","Facebook",2021-02-17,"Number of Shares",594
"Thierry Baudet
(FvD)","Facebook",2021-02-18,"Number of Shares",1135
"Thierry Baudet
(FvD)","Facebook",2021-02-19,"Number of Shares",2533
"Thierry Baudet
(FvD)","Facebook",2021-02-20,"Number of Shares",3247
"Thierry Baudet
(FvD)","Facebook",2021-02-21,"Number of Shares",2055
"Thierry Baudet
(FvD)","Facebook",2021-02-22,"Number of Shares",45
"Thierry Baudet
(FvD)","Twitter",2021-01-01,"Number of Shares",1606
"Thierry Baudet
(FvD)","Twitter",2021-01-02,"Number of Shares",782
"Thierry Baudet
(FvD)","Twitter",2021-01-03,"Number of Shares",3616
"Thierry Baudet
(FvD)","Twitter",2021-01-04,"Number of Shares",290
"Thierry Baudet
(FvD)","Twitter",2021-01-05,"Number of Shares",388
"Thierry Baudet
(FvD)","Twitter",2021-01-06,"Number of Shares",985
"Thierry Baudet
(FvD)","Twitter",2021-01-07,"Number of Shares",440
"Thierry Baudet
(FvD)","Twitter",2021-01-08,"Number of Shares",0
"Thierry Baudet
(FvD)","Twitter",2021-01-09,"Number of Shares",480
"Thierry Baudet
(FvD)","Twitter",2021-01-10,"Number of Shares",579
"Thierry Baudet
(FvD)","Twitter",2021-01-11,"Number of Shares",3079
"Thierry Baudet
(FvD)","Twitter",2021-01-12,"Number of Shares",1487
"Thierry Baudet
(FvD)","Twitter",2021-01-13,"Number of Shares",543
"Thierry Baudet
(FvD)","Twitter",2021-01-14,"Number of Shares",1492
"Thierry Baudet
(FvD)","Twitter",2021-01-15,"Number of Shares",1663
"Thierry Baudet
(FvD)","Twitter",2021-01-16,"Number of Shares",1924
"Thierry Baudet
(FvD)","Twitter",2021-01-17,"Number of Shares",1700
"Thierry Baudet
(FvD)","Twitter",2021-01-18,"Number of Shares",899
"Thierry Baudet
(FvD)","Twitter",2021-01-19,"Number of Shares",1367
"Thierry Baudet
(FvD)","Twitter",2021-01-20,"Number of Shares",564
"Thierry Baudet
(FvD)","Twitter",2021-01-21,"Number of Shares",1676
"Thierry Baudet
(FvD)","Twitter",2021-01-22,"Number of Shares",2596
"Thierry Baudet
(FvD)","Twitter",2021-01-23,"Number of Shares",889
"Thierry Baudet
(FvD)","Twitter",2021-01-24,"Number of Shares",100
"Thierry Baudet
(FvD)","Twitter",2021-01-25,"Number of Shares",5123
"Thierry Baudet
(FvD)","Twitter",2021-01-26,"Number of Shares",2511
"Thierry Baudet
(FvD)","Twitter",2021-01-27,"Number of Shares",1723
"Thierry Baudet
(FvD)","Twitter",2021-01-28,"Number of Shares",812
"Thierry Baudet
(FvD)","Twitter",2021-01-29,"Number of Shares",1268
"Thierry Baudet
(FvD)","Twitter",2021-01-30,"Number of Shares",617
"Thierry Baudet
(FvD)","Twitter",2021-01-31,"Number of Shares",2670
"Thierry Baudet
(FvD)","Twitter",2021-02-01,"Number of Shares",1396
"Thierry Baudet
(FvD)","Twitter",2021-02-02,"Number of Shares",3512
"Thierry Baudet
(FvD)","Twitter",2021-02-03,"Number of Shares",2924
"Thierry Baudet
(FvD)","Twitter",2021-02-04,"Number of Shares",1306
"Thierry Baudet
(FvD)","Twitter",2021-02-05,"Number of Shares",1311
"Thierry Baudet
(FvD)","Twitter",2021-02-06,"Number of Shares",2240
"Thierry Baudet
(FvD)","Twitter",2021-02-07,"Number of Shares",2676
"Thierry Baudet
(FvD)","Twitter",2021-02-08,"Number of Shares",1483
"Thierry Baudet
(FvD)","Twitter",2021-02-09,"Number of Shares",5662
"Thierry Baudet
(FvD)","Twitter",2021-02-10,"Number of Shares",3978
"Thierry Baudet
(FvD)","Twitter",2021-02-11,"Number of Shares",2907
"Thierry Baudet
(FvD)","Twitter",2021-02-12,"Number of Shares",1455
"Thierry Baudet
(FvD)","Twitter",2021-02-13,"Number of Shares",1567
"Thierry Baudet
(FvD)","Twitter",2021-02-14,"Number of Shares",514
"Thierry Baudet
(FvD)","Twitter",2021-02-15,"Number of Shares",1761
"Thierry Baudet
(FvD)","Twitter",2021-02-16,"Number of Shares",466
"Thierry Baudet
(FvD)","Twitter",2021-02-17,"Number of Shares",2395
"Thierry Baudet
(FvD)","Twitter",2021-02-18,"Number of Shares",2838
"Thierry Baudet
(FvD)","Twitter",2021-02-19,"Number of Shares",2848
"Thierry Baudet
(FvD)","Twitter",2021-02-20,"Number of Shares",4141
"Thierry Baudet
(FvD)","Twitter",2021-02-21,"Number of Shares",3239
"Thierry Baudet
(FvD)","Twitter",2021-02-22,"Number of Shares",572
"Wopke Hoekstra
(CDA)","Facebook",2021-01-01,"Number of Shares",3
"Wopke Hoekstra
(CDA)","Facebook",2021-01-10,"Number of Shares",13
"Wopke Hoekstra
(CDA)","Facebook",2021-01-16,"Number of Shares",37
"Wopke Hoekstra
(CDA)","Facebook",2021-01-20,"Number of Shares",7
"Wopke Hoekstra
(CDA)","Facebook",2021-01-22,"Number of Shares",57
"Wopke Hoekstra
(CDA)","Facebook",2021-01-23,"Number of Shares",26
"Wopke Hoekstra
(CDA)","Facebook",2021-01-24,"Number of Shares",13
"Wopke Hoekstra
(CDA)","Facebook",2021-01-26,"Number of Shares",7
"Wopke Hoekstra
(CDA)","Facebook",2021-01-28,"Number of Shares",149
"Wopke Hoekstra
(CDA)","Facebook",2021-01-29,"Number of Shares",4
"Wopke Hoekstra
(CDA)","Facebook",2021-01-30,"Number of Shares",13
"Wopke Hoekstra
(CDA)","Facebook",2021-01-31,"Number of Shares",8
"Wopke Hoekstra
(CDA)","Facebook",2021-02-02,"Number of Shares",10
"Wopke Hoekstra
(CDA)","Facebook",2021-02-04,"Number of Shares",10
"Wopke Hoekstra
(CDA)","Facebook",2021-02-05,"Number of Shares",33
"Wopke Hoekstra
(CDA)","Facebook",2021-02-07,"Number of Shares",2
"Wopke Hoekstra
(CDA)","Facebook",2021-02-09,"Number of Shares",12
"Wopke Hoekstra
(CDA)","Facebook",2021-02-11,"Number of Shares",18
"Wopke Hoekstra
(CDA)","Facebook",2021-02-12,"Number of Shares",5
"Wopke Hoekstra
(CDA)","Facebook",2021-02-13,"Number of Shares",22
"Wopke Hoekstra
(CDA)","Facebook",2021-02-14,"Number of Shares",10
"Wopke Hoekstra
(CDA)","Facebook",2021-02-15,"Number of Shares",2
"Wopke Hoekstra
(CDA)","Facebook",2021-02-16,"Number of Shares",20
"Wopke Hoekstra
(CDA)","Facebook",2021-02-18,"Number of Shares",123
"Wopke Hoekstra
(CDA)","Facebook",2021-02-21,"Number of Shares",6
"Wopke Hoekstra
(CDA)","Twitter",2021-01-05,"Number of Shares",0
"Wopke Hoekstra
(CDA)","Twitter",2021-01-09,"Number of Shares",0
"Wopke Hoekstra
(CDA)","Twitter",2021-01-14,"Number of Shares",15
"Wopke Hoekstra
(CDA)","Twitter",2021-01-15,"Number of Shares",82
"Wopke Hoekstra
(CDA)","Twitter",2021-01-16,"Number of Shares",107
"Wopke Hoekstra
(CDA)","Twitter",2021-01-18,"Number of Shares",52
"Wopke Hoekstra
(CDA)","Twitter",2021-01-19,"Number of Shares",7
"Wopke Hoekstra
(CDA)","Twitter",2021-01-20,"Number of Shares",31
"Wopke Hoekstra
(CDA)","Twitter",2021-01-21,"Number of Shares",0
"Wopke Hoekstra
(CDA)","Twitter",2021-01-22,"Number of Shares",121
"Wopke Hoekstra
(CDA)","Twitter",2021-01-23,"Number of Shares",105
"Wopke Hoekstra
(CDA)","Twitter",2021-01-24,"Number of Shares",18
"Wopke Hoekstra
(CDA)","Twitter",2021-01-25,"Number of Shares",124
"Wopke Hoekstra
(CDA)","Twitter",2021-01-26,"Number of Shares",25
"Wopke Hoekstra
(CDA)","Twitter",2021-01-27,"Number of Shares",13
"Wopke Hoekstra
(CDA)","Twitter",2021-01-28,"Number of Shares",15
"Wopke Hoekstra
(CDA)","Twitter",2021-01-31,"Number of Shares",24
"Wopke Hoekstra
(CDA)","Twitter",2021-02-01,"Number of Shares",21
"Wopke Hoekstra
(CDA)","Twitter",2021-02-02,"Number of Shares",30
"Wopke Hoekstra
(CDA)","Twitter",2021-02-04,"Number of Shares",21
"Wopke Hoekstra
(CDA)","Twitter",2021-02-05,"Number of Shares",76
"Wopke Hoekstra
(CDA)","Twitter",2021-02-09,"Number of Shares",40
"Wopke Hoekstra
(CDA)","Twitter",2021-02-10,"Number of Shares",2
"Wopke Hoekstra
(CDA)","Twitter",2021-02-11,"Number of Shares",18
"Wopke Hoekstra
(CDA)","Twitter",2021-02-12,"Number of Shares",6
"Wopke Hoekstra
(CDA)","Twitter",2021-02-13,"Number of Shares",104
