wave,job,name,value,id
0,Werkzaam,Tweede Kamer,5.400576368876081,Vertrouwen in Instituties
0,Werkzaam,Europese Unie,4.779058597502401,Vertrouwen in Instituties
0,Werkzaam,Politieke Partijen,4.92507204610951,Vertrouwen in Instituties
0,Werkzaam,Politici,4.847262247838617,Vertrouwen in Instituties
0,Werkzaam,Nederlandse Democratie,5.787704130643612,Vertrouwen in Instituties
0,Werkzaam,Wetenschap,6.910662824207493,Vertrouwen in Instituties
0,Werkzaam,Grote Bedrijven,4.712776176753122,Vertrouwen in Instituties
0,Werkzaam,Banken,4.767531219980787,Vertrouwen in Instituties
1,Fulltime opleiding,Politici maken zich niet druk om mensen zoals ik,5.970588235294118,Politiek Cynisme
1,Fulltime opleiding,Politici zijn alleen maar geïnteresseerd in mijn stem,5.882352941176471,Politiek Cynisme
1,Fulltime opleiding,Politici beloven meer dan ze kunnen waarmaken,7.588235294117647,Politiek Cynisme
1,Fulltime opleiding,Kamerlid word je door je politieke vrienden,6,Politiek Cynisme
1,Fulltime opleiding,De meeste politici zijn bekwame mensen die weten wat ze doen,6.735294117647059,Politiek Cynisme
1,Fulltime opleiding,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.5,Politiek Cynisme
1,Fulltime opleiding,Het sluiten van compromissen is het verraden van je principes,5.0588235294117645,Politiek Cynisme
1,Fulltime opleiding,Een sterke regeringsleider is goed voor Nederland,6.029411764705882,Politiek Cynisme
1,Fulltime opleiding,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,5.294117647058823,Politiek Cynisme
1,Fulltime opleiding,Rechtspraak,7.029411764705882,Vertrouwen in Instituties
1,Fulltime opleiding,Journalistiek,5.852941176470588,Vertrouwen in Instituties
1,Fulltime opleiding,Regering,5.764705882352941,Vertrouwen in Instituties
1,Fulltime opleiding,Tweede Kamer,6.338235294117647,Vertrouwen in Instituties
1,Fulltime opleiding,Europese Unie,6.338235294117647,Vertrouwen in Instituties
1,Fulltime opleiding,Politieke Partijen,5.6911764705882355,Vertrouwen in Instituties
1,Fulltime opleiding,Politici,5.485294117647059,Vertrouwen in Instituties
1,Fulltime opleiding,Nederlandse Democratie,6.75,Vertrouwen in Instituties
1,Fulltime opleiding,Wetenschap,8.029411764705882,Vertrouwen in Instituties
1,Fulltime opleiding,Grote Bedrijven,4.514705882352941,Vertrouwen in Instituties
1,Fulltime opleiding,Banken,4.75,Vertrouwen in Instituties
1,Gepensioneerd,Politici maken zich niet druk om mensen zoals ik,6.592592592592593,Politiek Cynisme
1,Gepensioneerd,Politici zijn alleen maar geïnteresseerd in mijn stem,6.976430976430977,Politiek Cynisme
1,Gepensioneerd,Politici beloven meer dan ze kunnen waarmaken,7.892255892255892,Politiek Cynisme
1,Gepensioneerd,Kamerlid word je door je politieke vrienden,6.565656565656566,Politiek Cynisme
1,Gepensioneerd,De meeste politici zijn bekwame mensen die weten wat ze doen,6.269360269360269,Politiek Cynisme
1,Gepensioneerd,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.865319865319865,Politiek Cynisme
1,Gepensioneerd,Het sluiten van compromissen is het verraden van je principes,6.161616161616162,Politiek Cynisme
1,Gepensioneerd,Een sterke regeringsleider is goed voor Nederland,7.31986531986532,Politiek Cynisme
1,Gepensioneerd,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,6.215488215488215,Politiek Cynisme
1,Gepensioneerd,Rechtspraak,6.552188552188552,Vertrouwen in Instituties
1,Gepensioneerd,Journalistiek,5.851851851851852,Vertrouwen in Instituties
1,Gepensioneerd,Regering,5.882154882154882,Vertrouwen in Instituties
1,Gepensioneerd,Tweede Kamer,6,Vertrouwen in Instituties
1,Gepensioneerd,Europese Unie,5.202020202020202,Vertrouwen in Instituties
1,Gepensioneerd,Politieke Partijen,5,Vertrouwen in Instituties
1,Gepensioneerd,Politici,5.097643097643098,Vertrouwen in Instituties
1,Gepensioneerd,Nederlandse Democratie,6.592592592592593,Vertrouwen in Instituties
1,Gepensioneerd,Wetenschap,7.363636363636363,Vertrouwen in Instituties
1,Gepensioneerd,Grote Bedrijven,4.5353535353535355,Vertrouwen in Instituties
1,Gepensioneerd,Banken,4.545454545454546,Vertrouwen in Instituties
1,Huisvrouw/man,Politici maken zich niet druk om mensen zoals ik,6.973684210526316,Politiek Cynisme
1,Huisvrouw/man,Politici zijn alleen maar geïnteresseerd in mijn stem,7.2631578947368425,Politiek Cynisme
1,Huisvrouw/man,Politici beloven meer dan ze kunnen waarmaken,8.289473684210526,Politiek Cynisme
1,Huisvrouw/man,Kamerlid word je door je politieke vrienden,6.526315789473684,Politiek Cynisme
1,Huisvrouw/man,De meeste politici zijn bekwame mensen die weten wat ze doen,5.868421052631579,Politiek Cynisme
1,Huisvrouw/man,Ik voel mij goed vertegenwoordigd door Nederlandse politici,4.7631578947368425,Politiek Cynisme
1,Huisvrouw/man,Het sluiten van compromissen is het verraden van je principes,6.605263157894737,Politiek Cynisme
1,Huisvrouw/man,Een sterke regeringsleider is goed voor Nederland,6.684210526315789,Politiek Cynisme
1,Huisvrouw/man,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,6.394736842105263,Politiek Cynisme
1,Huisvrouw/man,Rechtspraak,5.5131578947368425,Vertrouwen in Instituties
1,Huisvrouw/man,Journalistiek,5.171052631578948,Vertrouwen in Instituties
1,Huisvrouw/man,Regering,4.5394736842105265,Vertrouwen in Instituties
1,Huisvrouw/man,Tweede Kamer,4.697368421052632,Vertrouwen in Instituties
1,Huisvrouw/man,Europese Unie,4.052631578947368,Vertrouwen in Instituties
1,Huisvrouw/man,Politieke Partijen,4.2894736842105265,Vertrouwen in Instituties
1,Huisvrouw/man,Politici,4.184210526315789,Vertrouwen in Instituties
1,Huisvrouw/man,Nederlandse Democratie,5.25,Vertrouwen in Instituties
1,Huisvrouw/man,Wetenschap,6.302631578947368,Vertrouwen in Instituties
1,Huisvrouw/man,Grote Bedrijven,4.2894736842105265,Vertrouwen in Instituties
1,Huisvrouw/man,Banken,4.5,Vertrouwen in Instituties
1,Werkloos,Politici maken zich niet druk om mensen zoals ik,7.328671328671328,Politiek Cynisme
1,Werkloos,Politici zijn alleen maar geïnteresseerd in mijn stem,7.440559440559441,Politiek Cynisme
1,Werkloos,Politici beloven meer dan ze kunnen waarmaken,8.321678321678322,Politiek Cynisme
1,Werkloos,Kamerlid word je door je politieke vrienden,6.755244755244755,Politiek Cynisme
1,Werkloos,De meeste politici zijn bekwame mensen die weten wat ze doen,5.454545454545454,Politiek Cynisme
1,Werkloos,Ik voel mij goed vertegenwoordigd door Nederlandse politici,4.713286713286713,Politiek Cynisme
1,Werkloos,Het sluiten van compromissen is het verraden van je principes,6.965034965034965,Politiek Cynisme
1,Werkloos,Een sterke regeringsleider is goed voor Nederland,6.741258741258742,Politiek Cynisme
1,Werkloos,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,6.839160839160839,Politiek Cynisme
1,Werkloos,Rechtspraak,5.230769230769231,Vertrouwen in Instituties
1,Werkloos,Journalistiek,4.776223776223776,Vertrouwen in Instituties
1,Werkloos,Regering,4.2027972027972025,Vertrouwen in Instituties
1,Werkloos,Tweede Kamer,4.3776223776223775,Vertrouwen in Instituties
1,Werkloos,Europese Unie,3.797202797202797,Vertrouwen in Instituties
1,Werkloos,Politieke Partijen,4.062937062937063,Vertrouwen in Instituties
1,Werkloos,Politici,3.699300699300699,Vertrouwen in Instituties
1,Werkloos,Nederlandse Democratie,4.909090909090909,Vertrouwen in Instituties
1,Werkloos,Wetenschap,6.223776223776224,Vertrouwen in Instituties
1,Werkloos,Grote Bedrijven,4.041958041958042,Vertrouwen in Instituties
1,Werkloos,Banken,3.923076923076923,Vertrouwen in Instituties
1,Werkzaam,Politici maken zich niet druk om mensen zoals ik,6.363067292644757,Politiek Cynisme
1,Werkzaam,Politici zijn alleen maar geïnteresseerd in mijn stem,6.610328638497653,Politiek Cynisme
1,Werkzaam,Politici beloven meer dan ze kunnen waarmaken,7.492957746478873,Politiek Cynisme
1,Werkzaam,Kamerlid word je door je politieke vrienden,6.344287949921752,Politiek Cynisme
1,Werkzaam,De meeste politici zijn bekwame mensen die weten wat ze doen,6.21283255086072,Politiek Cynisme
1,Werkzaam,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.7339593114241,Politiek Cynisme
1,Werkzaam,Het sluiten van compromissen is het verraden van je principes,5.959311424100156,Politiek Cynisme
1,Werkzaam,Een sterke regeringsleider is goed voor Nederland,6.672926447574335,Politiek Cynisme
1,Werkzaam,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,5.89358372456964,Politiek Cynisme
1,Werkzaam,Rechtspraak,6.258215962441315,Vertrouwen in Instituties
1,Werkzaam,Journalistiek,5.536776212832551,Vertrouwen in Instituties
1,Werkzaam,Regering,5.308294209702661,Vertrouwen in Instituties
1,Werkzaam,Tweede Kamer,5.522691705790297,Vertrouwen in Instituties
1,Werkzaam,Europese Unie,4.996870109546166,Vertrouwen in Instituties
1,Werkzaam,Politieke Partijen,4.992175273865414,Vertrouwen in Instituties
1,Werkzaam,Politici,4.857589984350548,Vertrouwen in Instituties
1,Werkzaam,Nederlandse Democratie,6.068857589984351,Vertrouwen in Instituties
1,Werkzaam,Wetenschap,6.998435054773083,Vertrouwen in Instituties
1,Werkzaam,Grote Bedrijven,4.632237871674492,Vertrouwen in Instituties
1,Werkzaam,Banken,4.611893583724569,Vertrouwen in Instituties
