wave,region,name,value,id
0,Noorden,Europese Unie,4.58411214953271,Vertrouwen in Instituties
0,Noorden,Politieke Partijen,4.691588785046729,Vertrouwen in Instituties
0,Noorden,Politici,4.649532710280374,Vertrouwen in Instituties
0,Noorden,Nederlandse Democratie,5.728971962616822,Vertrouwen in Instituties
0,Noorden,Wetenschap,6.789719626168225,Vertrouwen in Instituties
0,Noorden,Grote Bedrijven,4.579439252336448,Vertrouwen in Instituties
0,Noorden,Banken,4.766355140186916,Vertrouwen in Instituties
0,Oosten,Politici maken zich niet druk om mensen zoals ik,6.300578034682081,Legitimiteit van Politiek
0,Oosten,Politici zijn alleen maar geïnteresseerd in mijn stem,6.710982658959537,Legitimiteit van Politiek
0,Oosten,Politici beloven meer dan ze kunnen waarmaken,7.687861271676301,Legitimiteit van Politiek
0,Oosten,Kamerlid word je door je politieke vrienden,6.121387283236994,Legitimiteit van Politiek
0,Oosten,De meeste politici zijn bekwame mensen die weten wat ze doen,6.184971098265896,Legitimiteit van Politiek
0,Oosten,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.520231213872832,Legitimiteit van Politiek
0,Oosten,Het sluiten van compromissen is het verraden van je principes,5.797687861271676,Legitimiteit van Politiek
0,Oosten,Een sterke regeringsleider is goed voor Nederland,6.722543352601156,Legitimiteit van Politiek
0,Oosten,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,5.942196531791907,Legitimiteit van Politiek
0,Oosten,Rechtspraak,6.098265895953757,Vertrouwen in Instituties
0,Oosten,Journalistiek,5.213872832369942,Vertrouwen in Instituties
0,Oosten,Regering,5.066473988439307,Vertrouwen in Instituties
0,Oosten,Tweede Kamer,5.303468208092486,Vertrouwen in Instituties
0,Oosten,Europese Unie,4.687861271676301,Vertrouwen in Instituties
0,Oosten,Politieke Partijen,4.763005780346821,Vertrouwen in Instituties
0,Oosten,Politici,4.604046242774566,Vertrouwen in Instituties
0,Oosten,Nederlandse Democratie,5.910404624277457,Vertrouwen in Instituties
0,Oosten,Wetenschap,6.942196531791907,Vertrouwen in Instituties
0,Oosten,Grote Bedrijven,4.320809248554913,Vertrouwen in Instituties
0,Oosten,Banken,4.598265895953757,Vertrouwen in Instituties
0,Westen,Politici maken zich niet druk om mensen zoals ik,6.456486042692939,Legitimiteit van Politiek
0,Westen,Politici zijn alleen maar geïnteresseerd in mijn stem,6.633825944170772,Legitimiteit van Politiek
0,Westen,Politici beloven meer dan ze kunnen waarmaken,7.435139573070607,Legitimiteit van Politiek
0,Westen,Kamerlid word je door je politieke vrienden,6.25615763546798,Legitimiteit van Politiek
0,Westen,De meeste politici zijn bekwame mensen die weten wat ze doen,6.213464696223317,Legitimiteit van Politiek
0,Westen,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.802955665024631,Legitimiteit van Politiek
0,Westen,Het sluiten van compromissen is het verraden van je principes,5.842364532019705,Legitimiteit van Politiek
0,Westen,Een sterke regeringsleider is goed voor Nederland,6.811165845648604,Legitimiteit van Politiek
0,Westen,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,5.898193760262726,Legitimiteit van Politiek
0,Westen,Rechtspraak,6.016447368421052,Vertrouwen in Instituties
0,Westen,Journalistiek,5.34375,Vertrouwen in Instituties
0,Westen,Regering,5.3256578947368425,Vertrouwen in Instituties
0,Westen,Tweede Kamer,5.3569078947368425,Vertrouwen in Instituties
0,Westen,Europese Unie,4.7417763157894735,Vertrouwen in Instituties
0,Westen,Politieke Partijen,4.837171052631579,Vertrouwen in Instituties
0,Westen,Politici,4.822368421052632,Vertrouwen in Instituties
0,Westen,Nederlandse Democratie,5.875,Vertrouwen in Instituties
0,Westen,Wetenschap,6.980263157894737,Vertrouwen in Instituties
0,Westen,Grote Bedrijven,4.503289473684211,Vertrouwen in Instituties
0,Westen,Banken,4.559210526315789,Vertrouwen in Instituties
0,Zuiden,Politici maken zich niet druk om mensen zoals ik,6.597510373443983,Legitimiteit van Politiek
0,Zuiden,Politici zijn alleen maar geïnteresseerd in mijn stem,6.79253112033195,Legitimiteit van Politiek
0,Zuiden,Politici beloven meer dan ze kunnen waarmaken,7.576763485477178,Legitimiteit van Politiek
0,Zuiden,Kamerlid word je door je politieke vrienden,6.33609958506224,Legitimiteit van Politiek
0,Zuiden,De meeste politici zijn bekwame mensen die weten wat ze doen,6.161825726141079,Legitimiteit van Politiek
0,Zuiden,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.4896265560165975,Legitimiteit van Politiek
0,Zuiden,Het sluiten van compromissen is het verraden van je principes,6.136929460580913,Legitimiteit van Politiek
0,Zuiden,Een sterke regeringsleider is goed voor Nederland,7.008298755186722,Legitimiteit van Politiek
0,Zuiden,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,5.979253112033195,Legitimiteit van Politiek
0,Zuiden,Rechtspraak,5.99375,Vertrouwen in Instituties
0,Zuiden,Journalistiek,5.154166666666667,Vertrouwen in Instituties
0,Zuiden,Regering,5.204166666666667,Vertrouwen in Instituties
0,Zuiden,Tweede Kamer,5.402083333333334,Vertrouwen in Instituties
0,Zuiden,Europese Unie,4.8375,Vertrouwen in Instituties
0,Zuiden,Politieke Partijen,4.789583333333334,Vertrouwen in Instituties
0,Zuiden,Politici,4.7875,Vertrouwen in Instituties
0,Zuiden,Nederlandse Democratie,5.789583333333334,Vertrouwen in Instituties
0,Zuiden,Wetenschap,7.03125,Vertrouwen in Instituties
0,Zuiden,Grote Bedrijven,4.829166666666667,Vertrouwen in Instituties
0,Zuiden,Banken,4.841666666666667,Vertrouwen in Instituties
1,Drie grote steden,Politici maken zich niet druk om mensen zoals ik,6.795321637426901,Legitimiteit van Politiek
1,Drie grote steden,Politici zijn alleen maar geïnteresseerd in mijn stem,6.795321637426901,Legitimiteit van Politiek
1,Drie grote steden,Politici beloven meer dan ze kunnen waarmaken,7.6608187134502925,Legitimiteit van Politiek
1,Drie grote steden,Kamerlid word je door je politieke vrienden,6.502923976608187,Legitimiteit van Politiek
1,Drie grote steden,De meeste politici zijn bekwame mensen die weten wat ze doen,6.304093567251462,Legitimiteit van Politiek
1,Drie grote steden,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.637426900584796,Legitimiteit van Politiek
1,Drie grote steden,Het sluiten van compromissen is het verraden van je principes,6.280701754385965,Legitimiteit van Politiek
1,Drie grote steden,Een sterke regeringsleider is goed voor Nederland,6.912280701754386,Legitimiteit van Politiek
1,Drie grote steden,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,6.16374269005848,Legitimiteit van Politiek
1,Drie grote steden,Rechtspraak,6.216374269005848,Vertrouwen in Instituties
1,Drie grote steden,Journalistiek,5.678362573099415,Vertrouwen in Instituties
1,Drie grote steden,Regering,5.146198830409356,Vertrouwen in Instituties
1,Drie grote steden,Tweede Kamer,5.368421052631579,Vertrouwen in Instituties
1,Drie grote steden,Europese Unie,5.029239766081871,Vertrouwen in Instituties
1,Drie grote steden,Politieke Partijen,5.017543859649122,Vertrouwen in Instituties
1,Drie grote steden,Politici,4.719298245614035,Vertrouwen in Instituties
1,Drie grote steden,Nederlandse Democratie,6.058479532163743,Vertrouwen in Instituties
1,Drie grote steden,Wetenschap,7.192982456140351,Vertrouwen in Instituties
1,Drie grote steden,Grote Bedrijven,4.491228070175438,Vertrouwen in Instituties
1,Drie grote steden,Banken,4.444444444444445,Vertrouwen in Instituties
1,Noorden,Politici maken zich niet druk om mensen zoals ik,6.621212121212121,Legitimiteit van Politiek
1,Noorden,Politici zijn alleen maar geïnteresseerd in mijn stem,7.045454545454546,Legitimiteit van Politiek
1,Noorden,Politici beloven meer dan ze kunnen waarmaken,7.818181818181818,Legitimiteit van Politiek
1,Noorden,Kamerlid word je door je politieke vrienden,6.5606060606060606,Legitimiteit van Politiek
1,Noorden,De meeste politici zijn bekwame mensen die weten wat ze doen,6,Legitimiteit van Politiek
1,Noorden,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.393939393939394,Legitimiteit van Politiek
1,Noorden,Het sluiten van compromissen is het verraden van je principes,6.136363636363637,Legitimiteit van Politiek
1,Noorden,Een sterke regeringsleider is goed voor Nederland,6.681818181818182,Legitimiteit van Politiek
1,Noorden,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,6.515151515151516,Legitimiteit van Politiek
1,Noorden,Rechtspraak,6.075757575757576,Vertrouwen in Instituties
1,Noorden,Journalistiek,5.613636363636363,Vertrouwen in Instituties
1,Noorden,Regering,5.037878787878788,Vertrouwen in Instituties
1,Noorden,Tweede Kamer,5.363636363636363,Vertrouwen in Instituties
1,Noorden,Europese Unie,4.704545454545454,Vertrouwen in Instituties
1,Noorden,Politieke Partijen,4.674242424242424,Vertrouwen in Instituties
1,Noorden,Politici,4.575757575757576,Vertrouwen in Instituties
1,Noorden,Nederlandse Democratie,5.886363636363637,Vertrouwen in Instituties
1,Noorden,Wetenschap,6.7727272727272725,Vertrouwen in Instituties
1,Noorden,Grote Bedrijven,4.378787878787879,Vertrouwen in Instituties
1,Noorden,Banken,4.5227272727272725,Vertrouwen in Instituties
1,Oosten,Politici maken zich niet druk om mensen zoals ik,6.393305439330544,Legitimiteit van Politiek
1,Oosten,Politici zijn alleen maar geïnteresseerd in mijn stem,6.794979079497908,Legitimiteit van Politiek
1,Oosten,Politici beloven meer dan ze kunnen waarmaken,7.807531380753138,Legitimiteit van Politiek
1,Oosten,Kamerlid word je door je politieke vrienden,6.527196652719665,Legitimiteit van Politiek
1,Oosten,De meeste politici zijn bekwame mensen die weten wat ze doen,6.117154811715481,Legitimiteit van Politiek
1,Oosten,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.405857740585774,Legitimiteit van Politiek
1,Oosten,Het sluiten van compromissen is het verraden van je principes,6.050209205020921,Legitimiteit van Politiek
1,Oosten,Een sterke regeringsleider is goed voor Nederland,6.7280334728033475,Legitimiteit van Politiek
1,Oosten,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,5.824267782426778,Legitimiteit van Politiek
1,Oosten,Rechtspraak,6.380753138075314,Vertrouwen in Instituties
1,Oosten,Journalistiek,5.384937238493724,Vertrouwen in Instituties
1,Oosten,Regering,5.188284518828452,Vertrouwen in Instituties
1,Oosten,Tweede Kamer,5.493723849372385,Vertrouwen in Instituties
1,Oosten,Europese Unie,5.01673640167364,Vertrouwen in Instituties
1,Oosten,Politieke Partijen,4.953974895397489,Vertrouwen in Instituties
1,Oosten,Politici,4.694560669456067,Vertrouwen in Instituties
1,Oosten,Nederlandse Democratie,6.01673640167364,Vertrouwen in Instituties
1,Oosten,Wetenschap,7.054393305439331,Vertrouwen in Instituties
1,Oosten,Grote Bedrijven,4.502092050209205,Vertrouwen in Instituties
1,Oosten,Banken,4.644351464435147,Vertrouwen in Instituties
1,Westen,Politici maken zich niet druk om mensen zoals ik,6.385786802030457,Legitimiteit van Politiek
1,Westen,Politici zijn alleen maar geïnteresseerd in mijn stem,6.619289340101523,Legitimiteit van Politiek
1,Westen,Politici beloven meer dan ze kunnen waarmaken,7.67005076142132,Legitimiteit van Politiek
1,Westen,Kamerlid word je door je politieke vrienden,6.274111675126903,Legitimiteit van Politiek
1,Westen,De meeste politici zijn bekwame mensen die weten wat ze doen,6.208121827411167,Legitimiteit van Politiek
1,Westen,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.7360406091370555,Legitimiteit van Politiek
1,Westen,Het sluiten van compromissen is het verraden van je principes,5.959390862944162,Legitimiteit van Politiek
1,Westen,Een sterke regeringsleider is goed voor Nederland,6.761421319796955,Legitimiteit van Politiek
1,Westen,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,5.807106598984771,Legitimiteit van Politiek
1,Westen,Rechtspraak,6.241116751269035,Vertrouwen in Instituties
1,Westen,Journalistiek,5.568527918781726,Vertrouwen in Instituties
1,Westen,Regering,5.49238578680203,Vertrouwen in Instituties
1,Westen,Tweede Kamer,5.687817258883249,Vertrouwen in Instituties
1,Westen,Europese Unie,4.969543147208122,Vertrouwen in Instituties
1,Westen,Politieke Partijen,4.903553299492386,Vertrouwen in Instituties
1,Westen,Politici,4.941624365482234,Vertrouwen in Instituties
1,Westen,Nederlandse Democratie,6.225888324873097,Vertrouwen in Instituties
1,Westen,Wetenschap,7.048223350253807,Vertrouwen in Instituties
1,Westen,Grote Bedrijven,4.51015228426396,Vertrouwen in Instituties
1,Westen,Banken,4.51015228426396,Vertrouwen in Instituties
1,Zuiden,Politici maken zich niet druk om mensen zoals ik,6.7177700348432055,Legitimiteit van Politiek
1,Zuiden,Politici zijn alleen maar geïnteresseerd in mijn stem,6.926829268292683,Legitimiteit van Politiek
1,Zuiden,Politici beloven meer dan ze kunnen waarmaken,7.7979094076655056,Legitimiteit van Politiek
1,Zuiden,Kamerlid word je door je politieke vrienden,6.494773519163763,Legitimiteit van Politiek
1,Zuiden,De meeste politici zijn bekwame mensen die weten wat ze doen,6.055749128919861,Legitimiteit van Politiek
1,Zuiden,Ik voel mij goed vertegenwoordigd door Nederlandse politici,5.533101045296167,Legitimiteit van Politiek
1,Zuiden,Het sluiten van compromissen is het verraden van je principes,6.2787456445993035,Legitimiteit van Politiek
1,Zuiden,Een sterke regeringsleider is goed voor Nederland,6.912891986062718,Legitimiteit van Politiek
1,Zuiden,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,6.418118466898955,Legitimiteit van Politiek
1,Zuiden,Rechtspraak,6.066202090592334,Vertrouwen in Instituties
1,Zuiden,Journalistiek,5.425087108013937,Vertrouwen in Instituties
1,Zuiden,Regering,5.32404181184669,Vertrouwen in Instituties
1,Zuiden,Tweede Kamer,5.383275261324042,Vertrouwen in Instituties
1,Zuiden,Europese Unie,4.815331010452962,Vertrouwen in Instituties
1,Zuiden,Politieke Partijen,4.801393728222997,Vertrouwen in Instituties
1,Zuiden,Politici,4.7317073170731705,Vertrouwen in Instituties
1,Zuiden,Nederlandse Democratie,5.895470383275262,Vertrouwen in Instituties
1,Zuiden,Wetenschap,6.923344947735192,Vertrouwen in Instituties
1,Zuiden,Grote Bedrijven,4.59581881533101,Vertrouwen in Instituties
1,Zuiden,Banken,4.456445993031359,Vertrouwen in Instituties
