date,query,medium,n,id
2021-01-28,PVV,NA,0,NA
2021-01-28,SGP,NA,0,NA
2021-01-28,SP,NA,0,NA
2021-01-28,VVD,WNL Goedemorgen Nederland,2,tv
2021-01-29,50Plus,NA,0,NA
2021-01-29,CDA,WNL Goedemorgen Nederland,6,tv
2021-01-29,CU,NA,0,NA
2021-01-29,D66,NA,0,NA
2021-01-29,Denk,WNL Goedemorgen Nederland,1,tv
2021-01-29,FvD,NA,0,NA
2021-01-29,GL,NA,0,NA
2021-01-29,PvdA,NA,0,NA
2021-01-29,PvdD,WNL Goedemorgen Nederland,1,tv
2021-01-29,PVV,NA,0,NA
2021-01-29,SGP,NA,0,NA
2021-01-29,SP,NA,0,NA
2021-01-29,VVD,WNL Goedemorgen Nederland,2,tv
2021-01-30,50Plus,NA,0,NA
2021-01-30,CDA,NA,0,NA
2021-01-30,CU,NA,0,NA
2021-01-30,D66,NA,0,NA
2021-01-30,Denk,NA,0,NA
2021-01-30,FvD,NA,0,NA
2021-01-30,GL,NA,0,NA
2021-01-30,PvdA,NA,0,NA
2021-01-30,PvdD,NA,0,NA
2021-01-30,PVV,NA,0,NA
2021-01-30,SGP,NA,0,NA
2021-01-30,SP,NA,0,NA
2021-01-30,VVD,NA,0,NA
2021-01-31,50Plus,NA,0,NA
2021-01-31,CDA,NA,0,NA
2021-01-31,CU,NA,0,NA
2021-01-31,D66,NA,0,NA
2021-01-31,Denk,NA,0,NA
2021-01-31,FvD,NA,0,NA
2021-01-31,GL,NA,0,NA
2021-01-31,PvdA,NA,0,NA
2021-01-31,PvdD,NA,0,NA
2021-01-31,PVV,NA,0,NA
2021-01-31,SGP,NA,0,NA
2021-01-31,SP,NA,0,NA
2021-01-31,VVD,NA,0,NA
2021-02-01,50Plus,NA,0,NA
2021-02-01,CDA,NA,0,NA
2021-02-01,CU,NA,0,NA
2021-02-01,D66,NA,0,NA
2021-02-01,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-01,FvD,NA,0,NA
2021-02-01,GL,NA,0,NA
2021-02-01,PvdA,NA,0,NA
2021-02-01,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-01,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-01,SGP,NA,0,NA
2021-02-01,SP,NA,0,NA
2021-02-01,VVD,WNL Goedemorgen Nederland,3,tv
2021-02-02,50Plus,NA,0,NA
2021-02-02,CDA,WNL Goedemorgen Nederland,2,tv
2021-02-02,CU,WNL Goedemorgen Nederland,1,tv
2021-02-02,D66,WNL Goedemorgen Nederland,1,tv
2021-02-02,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-02,FvD,NA,0,NA
2021-02-02,GL,WNL Goedemorgen Nederland,1,tv
2021-02-02,PvdA,WNL Goedemorgen Nederland,1,tv
2021-02-02,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-02,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-02,SGP,NA,0,NA
2021-02-02,SP,WNL Goedemorgen Nederland,2,tv
2021-02-02,VVD,WNL Goedemorgen Nederland,1,tv
2021-02-03,50Plus,WNL Goedemorgen Nederland,2,tv
2021-02-03,CDA,WNL Goedemorgen Nederland,3,tv
2021-02-03,CU,WNL Goedemorgen Nederland,2,tv
2021-02-03,D66,WNL Goedemorgen Nederland,4,tv
2021-02-03,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-03,FvD,WNL Goedemorgen Nederland,2,tv
2021-02-03,GL,WNL Goedemorgen Nederland,2,tv
2021-02-03,PvdA,NA,0,NA
2021-02-03,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-03,PVV,WNL Goedemorgen Nederland,3,tv
2021-02-03,SGP,WNL Goedemorgen Nederland,2,tv
2021-02-03,SP,NA,0,NA
2021-02-03,VVD,WNL Goedemorgen Nederland,1,tv
2021-02-04,50Plus,WNL Goedemorgen Nederland,1,tv
2021-02-04,CDA,WNL Goedemorgen Nederland,3,tv
2021-02-04,CU,WNL Goedemorgen Nederland,1,tv
2021-02-04,D66,WNL Goedemorgen Nederland,2,tv
2021-02-04,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-04,FvD,WNL Goedemorgen Nederland,1,tv
2021-02-04,GL,WNL Goedemorgen Nederland,3,tv
2021-02-04,PvdA,WNL Goedemorgen Nederland,3,tv
2021-02-04,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-04,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-04,SGP,WNL Goedemorgen Nederland,1,tv
2021-02-04,SP,WNL Goedemorgen Nederland,4,tv
2021-02-04,VVD,WNL Goedemorgen Nederland,2,tv
2021-02-05,50Plus,NA,0,NA
2021-02-05,CDA,NA,0,NA
2021-02-05,CU,NA,0,NA
2021-02-05,D66,WNL Goedemorgen Nederland,3,tv
2021-02-05,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-05,FvD,WNL Goedemorgen Nederland,1,tv
2021-02-05,GL,WNL Goedemorgen Nederland,1,tv
2021-02-05,PvdA,WNL Goedemorgen Nederland,3,tv
2021-02-05,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-05,PVV,WNL Goedemorgen Nederland,3,tv
2021-02-05,SGP,NA,0,NA
2021-02-05,SP,NA,0,NA
2021-02-05,VVD,WNL Goedemorgen Nederland,3,tv
2021-02-06,50Plus,NA,0,NA
2021-02-06,CDA,NA,0,NA
2021-02-06,CU,NA,0,NA
2021-02-06,D66,NA,0,NA
2021-02-06,Denk,NA,0,NA
2021-02-06,FvD,NA,0,NA
2021-02-06,GL,NA,0,NA
2021-02-06,PvdA,NA,0,NA
2021-02-06,PvdD,NA,0,NA
2021-02-06,PVV,NA,0,NA
2021-02-06,SGP,NA,0,NA
2021-02-06,SP,NA,0,NA
2021-02-06,VVD,NA,0,NA
2021-02-07,50Plus,NA,0,NA
2021-02-07,CDA,NA,0,NA
2021-02-07,CU,NA,0,NA
2021-02-07,D66,NA,0,NA
2021-02-07,Denk,NA,0,NA
2021-02-07,FvD,NA,0,NA
2021-02-07,GL,NA,0,NA
2021-02-07,PvdA,NA,0,NA
2021-02-07,PvdD,NA,0,NA
2021-02-07,PVV,NA,0,NA
2021-02-07,SGP,NA,0,NA
2021-02-07,SP,NA,0,NA
2021-02-07,VVD,NA,0,NA
2021-02-08,50Plus,NA,0,NA
2021-02-08,CDA,NA,0,NA
2021-02-08,CU,NA,0,NA
2021-02-08,D66,NA,0,NA
2021-02-08,Denk,NA,0,NA
2021-02-08,FvD,NA,0,NA
2021-02-08,GL,NA,0,NA
2021-02-08,PvdA,NA,0,NA
2021-02-08,PvdD,NA,0,NA
2021-02-08,PVV,NA,0,NA
2021-02-08,SGP,NA,0,NA
2021-02-08,SP,NA,0,NA
2021-02-08,VVD,NA,0,NA
2021-02-09,50Plus,NA,0,NA
2021-02-09,CDA,NA,0,NA
2021-02-09,CU,NA,0,NA
2021-02-09,D66,NA,0,NA
2021-02-09,Denk,NA,0,NA
2021-02-09,FvD,NA,0,NA
2021-02-09,GL,NA,0,NA
2021-02-09,PvdA,NA,0,NA
2021-02-09,PvdD,NA,0,NA
2021-02-09,PVV,NA,0,NA
2021-02-09,SGP,NA,0,NA
2021-02-09,SP,NA,0,NA
2021-02-09,VVD,NA,0,NA
2021-02-10,50Plus,NA,0,NA
2021-02-10,CDA,WNL Goedemorgen Nederland,6,tv
2021-02-10,CU,NA,0,NA
2021-02-10,D66,WNL Goedemorgen Nederland,3,tv
2021-02-10,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-10,FvD,WNL Goedemorgen Nederland,6,tv
2021-02-10,GL,WNL Goedemorgen Nederland,3,tv
2021-02-10,PvdA,NA,0,NA
2021-02-10,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-10,PVV,NA,0,NA
2021-02-10,SGP,NA,0,NA
2021-02-10,SP,WNL Goedemorgen Nederland,1,tv
2021-02-10,VVD,WNL Goedemorgen Nederland,1,tv
2021-02-11,50Plus,NA,0,NA
2021-02-11,CDA,WNL Goedemorgen Nederland,2,tv
2021-02-11,CU,NA,0,NA
2021-02-11,D66,WNL Goedemorgen Nederland,5,tv
2021-02-11,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-11,FvD,WNL Goedemorgen Nederland,3,tv
2021-02-11,GL,WNL Goedemorgen Nederland,1,tv
2021-02-11,PvdA,WNL Goedemorgen Nederland,1,tv
2021-02-11,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-11,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-11,SGP,NA,0,NA
2021-02-11,SP,WNL Goedemorgen Nederland,1,tv
2021-02-11,VVD,WNL Goedemorgen Nederland,2,tv
2021-02-12,50Plus,NA,0,NA
2021-02-12,CDA,WNL Goedemorgen Nederland,6,tv
2021-02-12,CU,WNL Goedemorgen Nederland,3,tv
2021-02-12,D66,WNL Goedemorgen Nederland,3,tv
2021-02-12,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-12,FvD,WNL Goedemorgen Nederland,2,tv
2021-02-12,GL,NA,0,NA
2021-02-12,PvdA,WNL Goedemorgen Nederland,1,tv
2021-02-12,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-12,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-12,SGP,NA,0,NA
2021-02-12,SP,NA,0,NA
2021-02-12,VVD,WNL Goedemorgen Nederland,1,tv
2021-02-13,50Plus,NA,0,NA
2021-02-13,CDA,NA,0,NA
2021-02-13,CU,NA,0,NA
2021-02-13,D66,NA,0,NA
2021-02-13,Denk,NA,0,NA
2021-02-13,FvD,NA,0,NA
2021-02-13,GL,NA,0,NA
2021-02-13,PvdA,NA,0,NA
2021-02-13,PvdD,NA,0,NA
2021-02-13,PVV,NA,0,NA
2021-02-13,SGP,NA,0,NA
2021-02-13,SP,NA,0,NA
2021-02-13,VVD,NA,0,NA
2021-02-14,50Plus,NA,0,NA
2021-02-14,CDA,NA,0,NA
2021-02-14,CU,NA,0,NA
2021-02-14,D66,NA,0,NA
2021-02-14,Denk,NA,0,NA
2021-02-14,FvD,NA,0,NA
2021-02-14,GL,NA,0,NA
2021-02-14,PvdA,NA,0,NA
2021-02-14,PvdD,NA,0,NA
2021-02-14,PVV,NA,0,NA
2021-02-14,SGP,NA,0,NA
2021-02-14,SP,NA,0,NA
2021-02-14,VVD,NA,0,NA
2021-02-15,50Plus,WNL Goedemorgen Nederland,2,tv
2021-02-15,CDA,WNL Goedemorgen Nederland,1,tv
2021-02-15,CU,NA,0,NA
2021-02-15,D66,WNL Goedemorgen Nederland,2,tv
2021-02-15,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-15,FvD,WNL Goedemorgen Nederland,2,tv
2021-02-15,GL,WNL Goedemorgen Nederland,2,tv
2021-02-15,PvdA,WNL Goedemorgen Nederland,2,tv
2021-02-15,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-15,PVV,NA,0,NA
2021-02-15,SGP,WNL Goedemorgen Nederland,2,tv
2021-02-15,SP,WNL Goedemorgen Nederland,1,tv
2021-02-15,VVD,NA,0,NA
2021-02-16,50Plus,WNL Goedemorgen Nederland,3,tv
2021-02-16,CDA,NA,0,NA
2021-02-16,CU,WNL Goedemorgen Nederland,1,tv
2021-02-16,D66,WNL Goedemorgen Nederland,6,tv
2021-02-16,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-16,FvD,NA,0,NA
2021-02-16,GL,NA,0,NA
2021-02-16,PvdA,NA,0,NA
2021-02-16,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-16,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-16,SGP,WNL Goedemorgen Nederland,3,tv
2021-02-16,SP,NA,0,NA
2021-02-16,VVD,WNL Goedemorgen Nederland,2,tv
2021-02-17,50Plus,WNL Goedemorgen Nederland,2,tv
2021-02-17,CDA,NA,0,NA
2021-02-17,CU,NA,0,NA
2021-02-17,D66,NA,0,NA
2021-02-17,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-17,FvD,WNL Goedemorgen Nederland,2,tv
2021-02-17,GL,NA,0,NA
2021-02-17,PvdA,NA,0,NA
2021-02-17,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-17,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-17,SGP,WNL Goedemorgen Nederland,2,tv
2021-02-17,SP,WNL Goedemorgen Nederland,1,tv
2021-02-17,VVD,WNL Goedemorgen Nederland,1,tv
2021-02-18,50Plus,WNL Goedemorgen Nederland,1,tv
2021-02-18,CDA,WNL Goedemorgen Nederland,2,tv
2021-02-18,CU,NA,0,NA
2021-02-18,D66,WNL Goedemorgen Nederland,3,tv
2021-02-18,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-18,FvD,WNL Goedemorgen Nederland,2,tv
2021-02-18,GL,WNL Goedemorgen Nederland,2,tv
2021-02-18,PvdA,WNL Goedemorgen Nederland,3,tv
2021-02-18,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-18,PVV,WNL Goedemorgen Nederland,1,tv
2021-02-18,SGP,WNL Goedemorgen Nederland,1,tv
2021-02-18,SP,WNL Goedemorgen Nederland,1,tv
2021-02-18,VVD,WNL Goedemorgen Nederland,2,tv
2021-02-19,50Plus,NA,0,NA
2021-02-19,CDA,NA,0,NA
2021-02-19,CU,NA,0,NA
2021-02-19,D66,NA,0,NA
2021-02-19,Denk,WNL Goedemorgen Nederland,1,tv
2021-02-19,FvD,WNL Goedemorgen Nederland,1,tv
2021-02-19,GL,WNL Goedemorgen Nederland,1,tv
2021-02-19,PvdA,WNL Goedemorgen Nederland,1,tv
2021-02-19,PvdD,WNL Goedemorgen Nederland,1,tv
2021-02-19,PVV,NA,0,NA
2021-02-19,SGP,NA,0,NA
2021-02-19,SP,WNL Goedemorgen Nederland,1,tv
2021-02-19,VVD,NA,0,NA
2021-02-20,50Plus,NA,0,NA
2021-02-20,CDA,NA,0,NA
2021-02-20,CU,NA,0,NA
2021-02-20,D66,NA,0,NA
2021-02-20,Denk,NA,0,NA
2021-02-20,FvD,NA,0,NA
2021-02-20,GL,NA,0,NA
2021-02-20,PvdA,NA,0,NA
2021-02-20,PvdD,NA,0,NA
2021-02-20,PVV,NA,0,NA
2021-02-20,SGP,NA,0,NA
2021-02-20,SP,NA,0,NA
2021-02-20,VVD,NA,0,NA
2021-02-21,50Plus,NA,0,NA
2021-02-21,CDA,NA,0,NA
2021-02-21,CU,NA,0,NA
2021-02-21,D66,NA,0,NA
2021-02-21,Denk,NA,0,NA
2021-02-21,FvD,NA,0,NA
2021-02-21,GL,NA,0,NA
2021-02-21,PvdA,NA,0,NA
2021-02-21,PvdD,NA,0,NA
2021-02-21,PVV,NA,0,NA
2021-02-21,SGP,NA,0,NA
2021-02-21,SP,NA,0,NA
2021-02-21,VVD,NA,0,NA
2021-02-22,50Plus,NA,0,NA
2021-02-22,CDA,NA,0,NA
2021-02-22,CU,NA,0,NA
2021-02-22,D66,NA,0,NA
2021-02-22,Denk,NA,0,NA
2021-02-22,FvD,NA,0,NA
2021-02-22,GL,NA,0,NA
2021-02-22,PvdA,NA,0,NA
2021-02-22,PvdD,NA,0,NA
2021-02-22,PVV,NA,0,NA
2021-02-22,SGP,NA,0,NA
2021-02-22,SP,NA,0,NA
2021-02-22,VVD,NA,0,NA
2021-02-23,50Plus,NA,0,NA
2021-02-23,CDA,NA,0,NA
2021-02-23,CU,NA,0,NA
2021-02-23,D66,NA,0,NA
2021-02-23,Denk,NA,0,NA
2021-02-23,FvD,NA,0,NA
2021-02-23,GL,NA,0,NA
2021-02-23,PvdA,NA,0,NA
2021-02-23,PvdD,NA,0,NA
2021-02-23,PVV,NA,0,NA
2021-02-23,SGP,NA,0,NA
2021-02-23,SP,NA,0,NA
2021-02-23,VVD,NA,0,NA
2021-02-24,50Plus,NA,0,NA
2021-02-24,CDA,NA,0,NA
2021-02-24,CU,NA,0,NA
2021-02-24,D66,NA,0,NA
2021-02-24,Denk,NA,0,NA
2021-02-24,FvD,NA,0,NA
2021-02-24,GL,NA,0,NA
2021-02-24,PvdA,NA,0,NA
2021-02-24,PvdD,NA,0,NA
2021-02-24,PVV,NA,0,NA
2021-02-24,SGP,NA,0,NA
2021-02-24,SP,NA,0,NA
2021-02-24,VVD,NA,0,NA
2021-02-25,50Plus,NA,0,NA
2021-02-25,CDA,NA,0,NA
2021-02-25,CU,NA,0,NA
2021-02-25,D66,NA,0,NA
2021-02-25,Denk,NA,0,NA
2021-02-25,FvD,NA,0,NA
2021-02-25,GL,NA,0,NA
2021-02-25,PvdA,NA,0,NA
2021-02-25,PvdD,NA,0,NA
2021-02-25,PVV,NA,0,NA
2021-02-25,SGP,NA,0,NA
2021-02-25,SP,NA,0,NA
2021-02-25,VVD,NA,0,NA
2021-02-26,50Plus,NA,0,NA
2021-02-26,CDA,NA,0,NA
2021-02-26,CU,NA,0,NA
2021-02-26,D66,NA,0,NA
2021-02-26,Denk,NA,0,NA
2021-02-26,FvD,NA,0,NA
2021-02-26,GL,NA,0,NA
2021-02-26,PvdA,NA,0,NA
2021-02-26,PvdD,NA,0,NA
2021-02-26,PVV,NA,0,NA
2021-02-26,SGP,NA,0,NA
2021-02-26,SP,NA,0,NA
2021-02-26,VVD,NA,0,NA
2021-02-27,50Plus,NA,0,NA
2021-02-27,CDA,NA,0,NA
2021-02-27,CU,NA,0,NA
2021-02-27,D66,NA,0,NA
2021-02-27,Denk,NA,0,NA
2021-02-27,FvD,NA,0,NA
2021-02-27,GL,NA,0,NA
2021-02-27,PvdA,NA,0,NA
2021-02-27,PvdD,NA,0,NA
2021-02-27,PVV,NA,0,NA
2021-02-27,SGP,NA,0,NA
2021-02-27,SP,NA,0,NA
2021-02-27,VVD,NA,0,NA
2021-01-25,50Plus,NA,0,NA
2021-01-25,CDA,NA,0,NA
2021-01-25,CU,M,1,tv
2021-01-25,D66,NA,0,NA
2021-01-25,Denk,M,1,tv
2021-01-25,FvD,NA,0,NA
2021-01-25,GL,M,1,tv
2021-01-25,PvdA,NA,0,NA
2021-01-25,PvdD,NA,0,NA
2021-01-25,PVV,M,1,tv
2021-01-25,SGP,NA,0,NA
2021-01-25,SP,NA,0,NA
2021-01-25,VVD,M,1,tv
2021-01-26,50Plus,M,1,tv
2021-01-26,CDA,M,1,tv
2021-01-26,CU,M,1,tv
2021-01-26,D66,M,1,tv
2021-01-26,Denk,M,1,tv
2021-01-26,FvD,M,1,tv
2021-01-26,GL,M,1,tv
2021-01-26,PvdA,M,1,tv
2021-01-26,PvdD,NA,0,NA
2021-01-26,PVV,M,1,tv
2021-01-26,SGP,M,1,tv
2021-01-26,SP,NA,0,NA
2021-01-26,VVD,M,1,tv
2021-01-27,50Plus,NA,0,NA
2021-01-27,CDA,NA,0,NA
2021-01-27,CU,NA,0,NA
2021-01-27,D66,M,1,tv
2021-01-27,Denk,M,1,tv
2021-01-27,FvD,NA,0,NA
2021-01-27,GL,NA,0,NA
2021-01-27,PvdA,NA,0,NA
2021-01-27,PvdD,NA,0,NA
2021-01-27,PVV,M,1,tv
2021-01-27,SGP,NA,0,NA
2021-01-27,SP,NA,0,NA
2021-01-27,VVD,M,1,tv
2021-01-28,50Plus,NA,0,NA
2021-01-28,CDA,M,1,tv
2021-01-28,CU,NA,0,NA
2021-01-28,D66,M,1,tv
2021-01-28,Denk,M,1,tv
2021-01-28,FvD,M,1,tv
2021-01-28,GL,M,1,tv
2021-01-28,PvdA,M,1,tv
2021-01-28,PvdD,NA,0,NA
2021-01-28,PVV,M,1,tv
2021-01-28,SGP,NA,0,NA
2021-01-28,SP,M,1,tv
2021-01-28,VVD,M,1,tv
2021-01-29,50Plus,NA,0,NA
2021-01-29,CDA,M,1,tv
2021-01-29,CU,NA,0,NA
2021-01-29,D66,NA,0,NA
2021-01-29,Denk,M,1,tv
2021-01-29,FvD,NA,0,NA
2021-01-29,GL,M,1,tv
2021-01-29,PvdA,M,1,tv
2021-01-29,PvdD,NA,0,NA
2021-01-29,PVV,NA,0,NA
2021-01-29,SGP,NA,0,NA
2021-01-29,SP,NA,0,NA
2021-01-29,VVD,M,1,tv
2021-01-30,50Plus,NA,0,NA
2021-01-30,CDA,NA,0,NA
2021-01-30,CU,NA,0,NA
2021-01-30,D66,NA,0,NA
2021-01-30,Denk,NA,0,NA
2021-01-30,FvD,NA,0,NA
2021-01-30,GL,NA,0,NA
2021-01-30,PvdA,NA,0,NA
2021-01-30,PvdD,NA,0,NA
2021-01-30,PVV,NA,0,NA
2021-01-30,SGP,NA,0,NA
2021-01-30,SP,NA,0,NA
2021-01-30,VVD,NA,0,NA
2021-01-31,50Plus,NA,0,NA
2021-01-31,CDA,NA,0,NA
2021-01-31,CU,NA,0,NA
2021-01-31,D66,NA,0,NA
2021-01-31,Denk,NA,0,NA
2021-01-31,FvD,NA,0,NA
2021-01-31,GL,NA,0,NA
2021-01-31,PvdA,NA,0,NA
2021-01-31,PvdD,NA,0,NA
2021-01-31,PVV,NA,0,NA
2021-01-31,SGP,NA,0,NA
2021-01-31,SP,NA,0,NA
2021-01-31,VVD,NA,0,NA
2021-02-01,50Plus,NA,0,NA
2021-02-01,CDA,M,1,tv
2021-02-01,CU,M,1,tv
2021-02-01,D66,M,1,tv
2021-02-01,Denk,M,1,tv
2021-02-01,FvD,NA,0,NA
2021-02-01,GL,M,1,tv
2021-02-01,PvdA,NA,0,NA
2021-02-01,PvdD,NA,0,NA
2021-02-01,PVV,NA,0,NA
2021-02-01,SGP,NA,0,NA
2021-02-01,SP,NA,0,NA
2021-02-01,VVD,M,1,tv
2021-02-02,50Plus,NA,0,NA
2021-02-02,CDA,NA,0,NA
2021-02-02,CU,NA,0,NA
2021-02-02,D66,NA,0,NA
2021-02-02,Denk,M,1,tv
2021-02-02,FvD,NA,0,NA
2021-02-02,GL,M,1,tv
2021-02-02,PvdA,NA,0,NA
2021-02-02,PvdD,NA,0,NA
2021-02-02,PVV,NA,0,NA
2021-02-02,SGP,NA,0,NA
2021-02-02,SP,NA,0,NA
2021-02-02,VVD,NA,0,NA
2021-02-03,50Plus,NA,0,NA
2021-02-03,CDA,M,1,tv
2021-02-03,CU,NA,0,NA
2021-02-03,D66,NA,0,NA
2021-02-03,Denk,M,1,tv
2021-02-03,FvD,NA,0,NA
2021-02-03,GL,NA,0,NA
2021-02-03,PvdA,NA,0,NA
2021-02-03,PvdD,NA,0,NA
2021-02-03,PVV,NA,0,NA
2021-02-03,SGP,NA,0,NA
2021-02-03,SP,NA,0,NA
2021-02-03,VVD,M,1,tv
2021-02-04,50Plus,NA,0,NA
2021-02-04,CDA,M,1,tv
2021-02-04,CU,NA,0,NA
2021-02-04,D66,NA,0,NA
2021-02-04,Denk,M,1,tv
2021-02-04,FvD,NA,0,NA
2021-02-04,GL,M,1,tv
2021-02-04,PvdA,NA,0,NA
2021-02-04,PvdD,NA,0,NA
2021-02-04,PVV,M,1,tv
2021-02-04,SGP,NA,0,NA
2021-02-04,SP,NA,0,NA
2021-02-04,VVD,M,1,tv
2021-02-05,50Plus,NA,0,NA
2021-02-05,CDA,M,1,tv
2021-02-05,CU,NA,0,NA
2021-02-05,D66,NA,0,NA
2021-02-05,Denk,M,1,tv
2021-02-05,FvD,NA,0,NA
2021-02-05,GL,NA,0,NA
2021-02-05,PvdA,M,1,tv
2021-02-05,PvdD,NA,0,NA
2021-02-05,PVV,NA,0,NA
2021-02-05,SGP,NA,0,NA
2021-02-05,SP,NA,0,NA
2021-02-05,VVD,M,1,tv
2021-02-06,50Plus,NA,0,NA
2021-02-06,CDA,NA,0,NA
2021-02-06,CU,NA,0,NA
2021-02-06,D66,NA,0,NA
2021-02-06,Denk,NA,0,NA
2021-02-06,FvD,NA,0,NA
2021-02-06,GL,NA,0,NA
2021-02-06,PvdA,NA,0,NA
2021-02-06,PvdD,NA,0,NA
2021-02-06,PVV,NA,0,NA
2021-02-06,SGP,NA,0,NA
2021-02-06,SP,NA,0,NA
2021-02-06,VVD,NA,0,NA
2021-02-07,50Plus,NA,0,NA
2021-02-07,CDA,NA,0,NA
2021-02-07,CU,NA,0,NA
2021-02-07,D66,NA,0,NA
2021-02-07,Denk,NA,0,NA
2021-02-07,FvD,NA,0,NA
2021-02-07,GL,NA,0,NA
2021-02-07,PvdA,NA,0,NA
2021-02-07,PvdD,NA,0,NA
2021-02-07,PVV,NA,0,NA
2021-02-07,SGP,NA,0,NA
2021-02-07,SP,NA,0,NA
2021-02-07,VVD,NA,0,NA
2021-02-08,50Plus,NA,0,NA
2021-02-08,CDA,M,1,tv
2021-02-08,CU,NA,0,NA
2021-02-08,D66,NA,0,NA
2021-02-08,Denk,M,1,tv
2021-02-08,FvD,NA,0,NA
2021-02-08,GL,NA,0,NA
2021-02-08,PvdA,M,1,tv
2021-02-08,PvdD,NA,0,NA
2021-02-08,PVV,M,1,tv
2021-02-08,SGP,NA,0,NA
2021-02-08,SP,NA,0,NA
2021-02-08,VVD,M,1,tv
2021-02-09,50Plus,NA,0,NA
2021-02-09,CDA,M,1,tv
2021-02-09,CU,NA,0,NA
2021-02-09,D66,M,1,tv
2021-02-09,Denk,M,1,tv
2021-02-09,FvD,NA,0,NA
2021-02-09,GL,M,1,tv
2021-02-09,PvdA,NA,0,NA
2021-02-09,PvdD,NA,0,NA
2021-02-09,PVV,M,1,tv
2021-02-09,SGP,NA,0,NA
2021-02-09,SP,NA,0,NA
2021-02-09,VVD,M,1,tv
2021-02-10,50Plus,NA,0,NA
2021-02-10,CDA,M,1,tv
2021-02-10,CU,M,1,tv
2021-02-10,D66,M,1,tv
2021-02-10,Denk,M,1,tv
2021-02-10,FvD,NA,0,NA
2021-02-10,GL,M,1,tv
2021-02-10,PvdA,M,1,tv
2021-02-10,PvdD,M,1,tv
2021-02-10,PVV,NA,0,NA
2021-02-10,SGP,NA,0,NA
2021-02-10,SP,M,1,tv
2021-02-10,VVD,M,1,tv
2021-02-11,50Plus,NA,0,NA
2021-02-11,CDA,M,1,tv
2021-02-11,CU,NA,0,NA
2021-02-11,D66,NA,0,NA
2021-02-11,Denk,M,1,tv
2021-02-11,FvD,M,1,tv
2021-02-11,GL,NA,0,NA
2021-02-11,PvdA,NA,0,NA
2021-02-11,PvdD,NA,0,NA
2021-02-11,PVV,NA,0,NA
2021-02-11,SGP,NA,0,NA
2021-02-11,SP,M,1,tv
2021-02-11,VVD,NA,0,NA
2021-02-12,50Plus,NA,0,NA
2021-02-12,CDA,NA,0,NA
2021-02-12,CU,NA,0,NA
2021-02-12,D66,NA,0,NA
2021-02-12,Denk,NA,0,NA
2021-02-12,FvD,NA,0,NA
2021-02-12,GL,NA,0,NA
2021-02-12,PvdA,NA,0,NA
2021-02-12,PvdD,NA,0,NA
2021-02-12,PVV,NA,0,NA
2021-02-12,SGP,NA,0,NA
2021-02-12,SP,NA,0,NA
2021-02-12,VVD,NA,0,NA
2021-02-13,50Plus,NA,0,NA
2021-02-13,CDA,NA,0,NA
2021-02-13,CU,NA,0,NA
2021-02-13,D66,NA,0,NA
2021-02-13,Denk,NA,0,NA
2021-02-13,FvD,NA,0,NA
2021-02-13,GL,NA,0,NA
2021-02-13,PvdA,NA,0,NA
2021-02-13,PvdD,NA,0,NA
2021-02-13,PVV,NA,0,NA
2021-02-13,SGP,NA,0,NA
2021-02-13,SP,NA,0,NA
2021-02-13,VVD,NA,0,NA
2021-02-14,50Plus,NA,0,NA
2021-02-14,CDA,NA,0,NA
2021-02-14,CU,NA,0,NA
2021-02-14,D66,NA,0,NA
2021-02-14,Denk,NA,0,NA
2021-02-14,FvD,NA,0,NA
2021-02-14,GL,NA,0,NA
2021-02-14,PvdA,NA,0,NA
2021-02-14,PvdD,NA,0,NA
2021-02-14,PVV,NA,0,NA
2021-02-14,SGP,NA,0,NA
2021-02-14,SP,NA,0,NA
