wave,variable,varlabel,name,value,fillcolor
w2,B3,Positief / Negatief,50Plus,6.2784810126582276,6.2784810126582276
w2,B3,Positief / Negatief,CDA,5.391527599486521,5.391527599486521
w2,B3,Positief / Negatief,CU,6.428191489361702,6.428191489361702
w2,B3,Positief / Negatief,D66,5.596190476190476,5.596190476190476
w2,B3,Positief / Negatief,Denk,3.671232876712329,3.671232876712329
w2,B3,Positief / Negatief,FvD,2.6971830985915495,2.6971830985915495
w2,B3,Positief / Negatief,GL,5.269293924466338,5.269293924466338
w2,B3,Positief / Negatief,PvdA,6.259803921568627,6.259803921568627
w2,B3,Positief / Negatief,PvdD,6.010989010989011,6.010989010989011
w2,B3,Positief / Negatief,PVV,4.460698689956332,4.460698689956332
w2,B3,Positief / Negatief,SGP,5.7808857808857805,5.7808857808857805
w2,B3,Positief / Negatief,SP,6.209183673469388,6.209183673469388
w2,B3,Positief / Negatief,VVD,5.550684931506849,5.550684931506849
w3,B2,Opgevallen,50Plus,0.9012066365007542,6.4012066365007545
w3,B2,Opgevallen,CDA,1.7812971342383108,7.281297134238311
w3,B2,Opgevallen,CU,1.1787330316742082,6.678733031674208
w3,B2,Opgevallen,D66,1.5429864253393666,7.042986425339366
w3,B2,Opgevallen,Denk,1.0082956259426847,6.508295625942685
w3,B2,Opgevallen,FvD,1.944947209653092,7.444947209653092
w3,B2,Opgevallen,GL,1.605580693815988,7.105580693815988
w3,B2,Opgevallen,PvdA,1.0196078431372548,6.519607843137255
w3,B2,Opgevallen,PvdD,1.0512820512820513,6.551282051282051
w3,B2,Opgevallen,PVV,1.8227752639517345,7.322775263951734
w3,B2,Opgevallen,SGP,1.0603318250377074,6.560331825037707
w3,B2,Opgevallen,SP,1.506787330316742,7.006787330316742
w3,B2,Opgevallen,VVD,2.1138763197586727,7.613876319758672
w3,B3,Positief / Negatief,50Plus,5.387351778656127,5.387351778656127
w3,B3,Positief / Negatief,CDA,5.157158234660926,5.157158234660926
w3,B3,Positief / Negatief,CU,6.288888888888889,6.288888888888889
w3,B3,Positief / Negatief,D66,5.5558546433378195,5.5558546433378195
w3,B3,Positief / Negatief,Denk,4.074850299401198,4.074850299401198
w3,B3,Positief / Negatief,FvD,2.7037037037037037,2.7037037037037037
w3,B3,Positief / Negatief,GL,5.227912932138285,5.227912932138285
w3,B3,Positief / Negatief,PvdA,5.54178674351585,5.54178674351585
w3,B3,Positief / Negatief,PvdD,6.049180327868853,6.049180327868853
w3,B3,Positief / Negatief,PVV,4.778761061946903,4.778761061946903
w3,B3,Positief / Negatief,SGP,5.290229885057471,5.290229885057471
w3,B3,Positief / Negatief,SP,6.2881597717546365,6.2881597717546365
w3,B3,Positief / Negatief,VVD,5.5238532110091745,5.5238532110091745
w4,B2,Opgevallen,50Plus,0.9618973561430794,6.461897356143079
w4,B2,Opgevallen,CDA,0.8841368584758943,6.384136858475895
w4,B2,Opgevallen,CU,0.8786936236391913,6.378693623639191
w4,B2,Opgevallen,D66,1.7076205287713841,7.207620528771384
w4,B2,Opgevallen,Denk,1.1687402799377915,6.668740279937792
w4,B2,Opgevallen,FvD,2.0925349922239502,7.59253499222395
w4,B2,Opgevallen,GL,1.0979782270606533,6.597978227060653
w4,B2,Opgevallen,PvdA,2.076982892690513,7.576982892690513
w4,B2,Opgevallen,PvdD,1.5147744945567652,7.014774494556765
w4,B2,Opgevallen,PVV,1.1726283048211508,6.672628304821151
w4,B2,Opgevallen,SGP,1.4424572317262832,6.942457231726284
w4,B2,Opgevallen,SP,1.1228615863141524,6.622861586314152
w4,B2,Opgevallen,VVD,1.8569206842923796,7.35692068429238
w4,B3,Positief / Negatief,50Plus,4.525179856115108,4.525179856115108
w4,B3,Positief / Negatief,CDA,5.289442467378411,5.289442467378411
w4,B3,Positief / Negatief,CU,6.298245614035087,6.298245614035087
w4,B3,Positief / Negatief,D66,6.1692307692307695,6.1692307692307695
w4,B3,Positief / Negatief,Denk,4.582474226804123,4.582474226804123
w4,B3,Positief / Negatief,FvD,3.0286561264822134,3.0286561264822134
w4,B3,Positief / Negatief,GL,5.022354694485842,5.022354694485842
w4,B3,Positief / Negatief,PvdA,5.974882260596546,5.974882260596546
w4,B3,Positief / Negatief,PvdD,5.969849246231155,5.969849246231155
w4,B3,Positief / Negatief,PVV,4.7636165577342044,4.7636165577342044
w4,B3,Positief / Negatief,SGP,5.507575757575758,5.507575757575758
w4,B3,Positief / Negatief,SP,6.23816155988858,6.23816155988858
w4,B3,Positief / Negatief,VVD,5.868705035971223,5.868705035971223
